unit_id,Ofcom product,Region,Country,Urban Rural,Distance from Exchange,Technology,Market Class,24 hr average download speed,24 hour average minimum speed download,24 hour average maximum download speed,Peak average download speed,Peak average minimum speed download,Peak average maximum download speed,24 hr average upload speed,24 hour average minimum speed upload,24 hour average maximum upload speed,Peak average upload speed,Peak average minimum speed upload,Peak average maximum upload speed,24 hour DNS Failure ,Peak DNS Failure ,24 hour DNS ,Peak DNS ,24 hour Jitter Upstream,Peak Jitter Upstream,24 hour Jitter Downstream,Peak Jitter Downstream,24 hour Latency,Peak Latency,24 hour packet loss,Peak packet loss,24 hour time to load webpage,Peak time to load webpage,Disconnections,24 hour - Youtube UHD,24 hour - Youtube HD,24 hour - Youtube SD,24 hour - Youtube failure,24 hour - Youtube Start-up delay,Peak - Youtube UHD,Peak - Youtube HD,Peak - Youtube SD,Peak - Youtube failure,Peak- Youtube Start-up delay,24 hour - Netflix UHD,24 hour - Netflix HD,24 hour - Netflix SD,24 hour - Netflix failure,24 hour - Netflix Start-up delay,Peak - Netflix UHD,Peak - Netflix HD,Peak - Netflix SD,Peak - Netflix failure,Peak- Netflix Start-up delay,24 hour - iPlayer UHD,24 hour - iPlayer HD,24 hour - iPlayer SD,24 hour - iPlayer failure,24 hour - iPlayer Start-up delay,Peak - iPlayer UHD,Peak - iPlayer HD,Peak - iPlayer SD,Peak - iPlayer failure,Peak- iPlayer Start-up delay
2503,Sky 76,Northern Ireland,Northern Ireland,Urban,0 to 100m,FTTC,B,74.4655443,70.75510297,74.7355311,74.053556,72.5878011,73.87000414,18.65671645,18.56613136,18.68307071,18.64505257,18.498392,18.703904,0,0,10.13602159,10.06947896,0.19032923,0.18876923,0.17289538,0.19506667,18.33956389,18.36668852,4.00E-04,0,189.844874,188.1392571,0.0968,,,,,,,,,,,1,0,0,0,690.9271071,1,0,0,0,917.0250625,,,,,,,,,,
80262,Sky 76,Northern Ireland,Northern Ireland,Urban,0 to 100m,FTTC,B,56.77070575,47.98624533,59.026461,57.64349036,54.66910367,57.09399,17.18369908,15.69324467,17.26505567,17.72175945,1.577392,18.7184,0,0,21.14935457,19.21248201,0.72874609,0.737,0.92686328,0.95436364,24.62857699,25.10225532,6.00E-04,1.00E-04,312.1897946,325.5831778,0.1667,0.0417,0.8333,0.125,0,3498.758595,0.0488,0.8049,0.1463,0,1012.02239,0.9416,0.0584,0,0,1347.470759,0.9545,0.0455,0,0,1602.613889,0,0.9414,0.0586,0,1973.098566,0,0.9535,0.0465,0,1774.430246
141342,BT 52,Scotland,Scotland,Rural,0 to 100m,FTTC,A,49.51751098,47.17761161,49.9125089,49.11112041,47.54537806,49.48353136,9.281002414,9.257240258,9.284563097,9.282662322,9.253432,9.285048,0.0011,0,21.67966907,21.91699105,0.20997534,0.2051,0.22378904,0.25363333,21.10552675,21.11155172,3.00E-04,1.00E-04,205.7351193,204.2281,0.0968,0.0556,0.8222,0.1222,0,1041.652956,,,,,,1,0,0,0,820.7681075,,,,,,0,1,0,0,725.527957,,,,,
172408,BT 38,South West,England,Rural,0 to 100m,FTTC,B,34.54267638,30.90155106,36.00890541,33.76713575,32.36443059,34.94603388,9.097365106,8.514837177,9.209538353,9.099626353,8.440184,9.20876,0,0,17.95635258,18.45881762,0.41388945,0.393875,0.51444724,0.93005882,9.95233584,10.1450303,3.00E-04,6.00E-04,177.8265754,200.626625,0.0588,0.0632,0.8526,0.0842,0,997.1985842,0.0645,0.871,0.0645,0,954.2580968,0.9901,0.0099,0,0,1033.078215,0.9697,0.0303,0,0,1161.825382,0,1,0,0,1067.478286,0,1,0,0,1159.316394
184424,Virgin 200,South East,England,Urban,0 to 100m,Cable,B,218.1565813,212.3525517,219.4557218,217.7890263,217.3890769,218.5526537,12.00118813,11.82327794,12.07954864,11.97421579,11.475632,12.071776,2.00E-04,0,10.04008853,10.37669444,1.61498175,1.92856522,0.12129927,0.14656522,17.05265303,17.39214286,7.00E-04,3.00E-04,189.4317551,187.4861143,0.0968,0.0352,0.8398,0.125,0,541.3825703,0,0.8889,0.1111,0,515.2580278,1,0,0,0,364.8740038,1,0,0,0,530.8861892,0,1,0,0,476.7172759,0,1,0,0,501.4234103
249952,BT 52,Northern Ireland,Northern Ireland,Urban,0 to 100m,FTTC,B,38.62447369,35.72527484,39.23979664,37.97567827,36.81966426,38.37130606,7.081345863,6.913840774,7.099239484,7.066190951,6.757528,7.114408,9.00E-04,0,18.63628073,18.81011908,0.24629558,0.24237037,0.49601934,0.54975,17.87549036,18.22215789,2.00E-04,0,187.4527901,192.1137167,0.0645,0.0444,0.8111,0.1444,0,948.5274917,0.0333,0.8,0.1667,0,903.0353333,1,0,0,0,967.14571,1,0,0,0,1010.468393,0,1,0,0,689.7838172,0,1,0,0,730.454129
249994,EE 38,London,England,Rural,0 to 100m,FTTC,B,24.70689906,23.20866219,24.90618787,24.60232073,24.41458632,24.80342374,6.301376886,5.889496258,6.361099355,6.299139636,5.719632,6.452376,2.00E-04,0,9.02720241,8.76147643,0.43715436,0.42365217,0.60194295,0.72836,8.42937171,8.57257895,3.00E-04,4.00E-04,567.32089,726.0165208,0.0323,0.0486,0.7917,0.1597,0,980.6984826,0.0667,0.7778,0.1556,0,1014.8806,0.9901,0.0099,0,0,1884.369625,0.9623,0.0377,0,0,2159.165053,0,1,0,0,2061.317888,0,1,0,0,2676.9625
397664,BT 76,East,England,Urban,0 to 100m,FTTC,B,72.06520459,64.0538111,73.60150839,72.06604206,71.15215664,72.97992748,20.58390628,19.16923613,20.85385394,20.59914557,16.16976,21.040824,9.00E-04,0,6.97875423,7.07571977,1.71339944,0.79464516,0.79593017,0.9008,8.06708916,7.0698,0.008,0.0058,82.70488366,81.51340323,6.6129,0.0451,0.8085,0.1465,0,525.6955606,0.0333,0.8,0.1667,0,492.31295,1,0,0,0,480.8178514,1,0,0,0,473.4255807,0,1,0,0,529.1014824,0,1,0,0,520.146
455636,Plusnet 17,Scotland,Scotland,Rural,0 to 100m,ADSL,B,19.01174063,17.71372645,19.27275123,18.78268275,18.49284284,19.11002787,1.057816671,1.018056258,1.073732387,1.0487512,0.956152,1.078264,1.00E-04,7.00E-04,21.96077561,21.86861146,0.48394429,0.44834615,0.2919,0.3219,19.87355448,19.93328333,3.00E-04,1.00E-04,279.8896028,284.4905902,0.0968,0.0455,0.8068,0.1477,0,973.6767273,0.0345,0.7931,0.1724,0,923.3126897,0.978,0.022,0,0,1824.958054,1,0,0,0,1881.133,0,1,0,0,916.4861648,0,1,0,0,968.6669355
656642,BT 330,East,England,Rural,0 to 100m,FTTH,B,307.861579,305.3884181,308.1989133,307.7525036,306.901407,307.8975421,49.20159436,48.73836155,49.23762736,49.21267847,49.052056,49.24084,0,0,6.94851932,6.98594789,0.18946909,0.21121053,0.04094909,0.03935,5.34675526,5.3533,2.00E-04,0,60.72089907,60.08967568,0.0323,0.0458,0.8473,0.1069,0,528.591813,0,0.881,0.119,0,477.2778571,1,0,0,0,214.7412288,1,0,0,0,289.4431667,0,1,0,0,314.973711,0,1,0,0,319.5188537
660116,Sky 17,London,England,Rural,0 to 100m,ADSL,B,16.6776642,14.86003845,16.79834994,16.64966213,16.54013058,16.78447252,1.05608529,0.951744516,1.073232516,1.058181639,0.679976,1.076144,0,0,4.55103461,4.52963093,0.70226648,0.85993103,0.35977961,0.40296667,5.52307252,5.53116129,5.00E-04,3.00E-04,410.4447648,363.4648167,0.0968,0.039,0.8134,0.1476,0,960.4255543,0.0333,0.8,0.1667,0,922.3489833,0.9703,0.0297,0,0,2090.398077,0.9839,0.0161,0,0,2187.485349,0,1,0,0,911.3746578,0,1,0,0,1037.82294
800328,Sky 76,East,England,Urban,0 to 100m,FTTC,B,60.46321855,59.852568,60.70757103,60.34940991,60.31070015,60.50661274,18.64904416,18.49865572,18.71523697,18.63530109,18.43092,18.750656,0,0,6.76406348,6.65636172,0.19322945,0.18928571,0.28818493,0.2945,6.29419847,6.33034,1.00E-04,0,118.4746571,107.7889756,0.0645,0.0279,0.814,0.1581,0,561.4585861,0,0.8571,0.1429,0,533.7193714,1,0,0,0,974.1789419,1,0,0,0,1260.021293,0,1,0,0,546.2354686,0,1,0,0,527.3655714
812396,Sky 76,East,England,Urban,0 to 100m,FTTC,B,72.45700647,65.65089342,74.04622916,71.61334194,70.50659045,72.72009342,18.65075386,18.53866632,18.70409832,18.6470004,18.414616,18.729144,0,0,8.32477133,8.20356692,0.26422404,0.26203333,0.25669041,0.28583871,20.02219452,19.99504918,8.00E-04,1.00E-04,187.9461264,192.6131613,0.0968,0.0448,0.8095,0.1457,0,1112.26272,0.0339,0.7966,0.1695,0,1057.436644,0.9973,0.0027,0,0,918.4043414,1,0,0,0,1172.463452,0,1,0,0,731.235283,0,1,0,0,744.6802419
813547,Plusnet 38,Northern Ireland,Northern Ireland,Rural,0 to 100m,FTTC,B,32.36421626,30.95111458,32.52638039,32.21326955,31.97301523,32.45352387,6.486043573,6.41569471,6.510256516,6.489250838,6.425848,6.53524,1.00E-04,7.00E-04,21.50521362,21.48781259,0.36592818,0.36645161,0.44564365,0.45723333,20.48114521,20.41535,1.00E-04,2.00E-04,209.0541474,210.288623,0,0.0446,0.8106,0.1448,0,961.2721365,0.0333,0.8,0.1667,0,937.2405833,1,0,0,0,1129.219568,1,0,0,0,1240.032393,0,1,0,0,768.7732043,0,1,0,0,773.6631452
814783,BT 76,South West,England,Urban,0 to 100m,FTTC,B,72.74171294,64.72990142,73.7722431,71.91704761,70.98921652,72.84487871,20.64946985,18.90826245,20.81355303,20.51700826,14.563464,20.813072,1.00E-04,0,7.87673933,7.94169917,0.25950829,0.37726667,0.06399448,0.09406667,6.12163374,6.25514754,3.00E-04,0,88.71101376,88.97743333,0.129,0.0444,0.8111,0.1444,0,898.3818444,0.0333,0.8,0.1667,0,850.9748833,1,0,0,0,531.625841,1,0,0,0,581.9580807,0,1,0,0,478.7301747,0,1,0,0,492.2193065
815407,EE 76,East Midlands,England,Rural,0 to 100m,FTTC,B,73.30422848,69.19475045,74.35358864,72.71215628,71.64326168,73.30048258,18.52132253,18.35091639,18.57881729,18.51039571,18.204904,18.577104,3.00E-04,0.0018,14.68424134,14.74993525,0.24504816,0.24655172,0.495,0.3485,9.97868724,9.99655,5.00E-04,3.00E-04,335.4518984,298.4685636,0.0323,0.0409,0.8129,0.1462,0,966.1351111,0.0185,0.8148,0.1667,0,906.5345926,1,0,0,0,1291.535686,1,0,0,0,1248.059121,0,1,0,0,1177.00491,0,1,0,0,1183.654684
815607,TalkTalk 76,East,England,Rural,0 to 100m,FTTC,B,68.9418436,67.81135561,69.24845471,68.83915659,68.41733961,68.98805703,18.5669797,18.42425987,18.5778289,18.56771747,18.228136,18.577992,0,0,6.25720105,5.80029101,0.18561602,0.18367742,0.2816105,0.38375862,7.26672016,7.29173333,7.00E-04,1.00E-04,99.30824931,101.3367333,0.0968,0.0448,0.8151,0.1401,0,889.332958,0.0333,0.8,0.1667,0,832.3038833,1,0,0,0,489.8660921,1,0,0,0,490.7406936,0,1,0,0,455.134523,0,1,0,0,464.5263387
882098,TalkTalk 76,South West,England,Rural,0 to 100m,FTTC,B,71.66519272,58.49694323,74.73242916,68.56383155,64.58591123,70.422728,18.57821131,18.28449652,18.67601213,18.53993978,18.169832,18.677048,0,0,7.04482702,7.10641736,0.18783824,0.18507143,0.40302639,0.66007692,13.58383379,13.83311864,5.00E-04,0.0012,150.9727047,161.4331765,0.0323,0.045,0.8138,0.1411,0,843.7434865,0.0357,0.8036,0.1607,0,800.2571429,1,0,0,0,471.7457706,1,0,0,0,498.4241636,0,1,0,0,560.7546392,0,1,0,0,550.8920893
939966,BT 76,Wales,Wales,Rural,0 to 100m,FTTC,B,44.6681247,40.31773015,46.141088,44.44958493,42.87106432,45.55793056,10.99004169,10.81316031,11.07652369,10.9398768,10.308248,11.59892,0,0,11.10231305,11.2875144,0.1785687,0.17947059,0.64803042,1.46547059,10.5120487,10.8336,7.00E-04,1.00E-04,317.5325431,339.0133182,0.1613,0.0615,0.7846,0.1538,0,701.6463231,,,,,,1,0,0,0,1229.864612,,,,,,0,1,0,0,746.8910147,,,,,
939972,BT 17,Scotland,Scotland,Rural,0 to 100m,ADSL,B,4.128851141,3.541532903,4.389190968,4.021989334,3.880888774,4.173352258,0.972146922,0.839696258,0.99626529,0.957232918,0.654208,0.998528,0.001,0,23.59092513,25.03393927,0.55009639,0.4377037,0.80681024,1.55832,22.83966608,24.85754762,8.00E-04,0.0011,900.5176833,983.1074918,0.4516,0,0.8333,0.1667,0,9536.216222,0,0.8,0.2,0,24429.2348,0,1,0,0,2262.818621,0,1,0,0,2224.863344,0,0.4839,0.5161,0,1959.538528,0,0.4516,0.5484,0,2096.562963
940426,BT 17,South West,England,Rural,0 to 100m,ADSL,B,8.250040176,7.315797419,8.502029162,8.224515541,7.983180387,8.363481806,1.100245794,1.047719226,1.113462452,1.093705162,0.859568,1.121816,6.00E-04,0,10.93383103,11.1885872,0.33499725,0.3415,0.30824176,0.42935714,9.83080411,10.01136207,0.0031,0.0023,457.8559108,448.8452931,2.9355,0.0222,0.8333,0.1444,0,1146.249722,,,,,,0,1,0,0,1628.837478,0,1,0,0,1656.817429,0,1,0,0,1208.739358,,,,,
940512,BT 17,Scotland,Scotland,Rural,0 to 100m,ADSL,A,10.78731732,9.020514322,11.59923484,10.61873495,10.41121908,11.00551108,0.875475103,0.786499097,0.933909419,0.877680976,0.71272,0.948144,2.00E-04,0.0011,29.99832629,32.37913405,0.41307333,0.4251,0.56449333,2.42988889,22.57218338,23.6634,2.00E-04,3.00E-04,514.6246986,453.5061622,0.0645,0.0455,0.8295,0.125,0,1026.5425,,,,,,0,1,0,0,1260.482489,,,,,,0,1,0,0,1581.320353,,,,,
940570,BT 38,Scotland,Scotland,Rural,0 to 100m,FTTC,B,27.17223278,25.38343226,27.49993213,27.22595533,27.026616,27.42529467,6.586387704,6.491194065,6.613312258,6.573738983,6.340824,6.672376,1.00E-04,0,25.02003591,25.19434553,0.54756805,0.5423,0.36904399,0.24844828,25.07824207,25.22557627,0.0012,6.00E-04,563.0158122,637.9214333,0.0968,0.0488,0.8049,0.1463,0,874.4112317,,,,,,1,0,0,0,1626.475776,,,,,,0,1,0,0,1027.431259,,,,,
940986,TalkTalk 17,North West,England,Rural,0 to 100m,ADSL,B,17.87310826,17.0769951,17.96197755,17.77688267,17.42848727,17.92736036,0.903459392,0.818067355,0.942222968,0.900916308,0.719504,0.964416,0,0,14.66063669,15.00534538,0.97650649,1.00525,0.3684026,0.48957143,26.70889722,26.79605172,2.00E-04,0,1204.249976,1212.087409,0.0645,0.0433,0.8231,0.1336,0,642.0658267,0.0417,0.8333,0.125,0,642.5325833,0.9965,0.0035,0,0,1910.133042,1,0,0,0,1926.82881,0,1,0,0,896.3524155,0,1,0,0,889.3172609
941278,BT 330,South East,England,Rural,0 to 100m,FTTH,B,305.9096684,299.5530865,306.4352065,305.5737872,303.341505,305.9957639,49.20966404,49.02031845,49.242056,49.18095683,48.874296,49.242128,0,0,7.54196805,7.65116324,0.14593923,0.17821429,0.03623077,0.03662069,5.48030556,5.47751667,2.00E-04,0,58.71629764,57.72146667,0.0645,0.0397,0.813,0.1473,0,413.5942861,0.0169,0.8136,0.1695,0,382.1106441,1,0,0,0,218.3600082,1,0,0,0,268.7684754,0,1,0,0,177.2785962,0,1,0,0,185.749623
942360,EE 20,South West,England,Rural,0 to 100m,ADSL,A,9.366461666,9.158489548,9.57403329,9.335953705,9.345785806,9.363684129,1.000628925,0.968939355,1.005460129,1.001027355,0.98452,1.034792,0,0,14.95287459,15.09449536,0.48751275,0.49253333,0.21475989,0.22526667,11.6163899,11.65318644,0.0013,6.00E-04,718.9897234,623.0252,0.8065,0.0256,0.8352,0.1392,0,1561.669643,0,0.8333,0.1667,0,1053.562783,0,1,0,0,1444.884405,0,1,0,0,1450.712032,0,1,0,0,1336.394478,0,1,0,0,1490.408135
942454,TalkTalk 17,South East,England,Rural,0 to 100m,ADSL,A,7.949179626,6.365014194,8.177872516,7.846309548,7.572922322,8.119696774,0.856080901,0.821674581,0.860136258,0.855441162,0.831664,0.860152,0,0,24.79762625,25.59412696,1.39802744,2.59018182,0.74967378,1.68213043,25.48648895,26.49016667,5.00E-04,1.00E-04,646.7542267,641.6895082,0.129,0.0111,0.8384,0.1504,0,1303.548669,0,0.8333,0.1667,0,1289.794083,0,1,0,0,1713.90129,0,1,0,0,1720.114582,0,0.9892,0.0108,0,1698.94278,0,1,0,0,1703.936713
942752,Sky 76,Northern Ireland,Northern Ireland,Rural,0 to 100m,FTTC,B,58.45767157,53.22563277,59.19444052,58.51025424,57.88379627,59.15922373,18.18044983,17.26172258,18.23669368,18.16974765,16.377248,18.240224,0,0,12.43261739,12.54953559,0.15218836,0.14717241,0.19569863,0.20562069,25.79147712,25.82795082,0.0013,1.00E-04,229.2417053,231.9939828,0.0968,0.0535,0.786,0.1605,0,481.1179231,0.0351,0.7895,0.1754,0,454.8626667,0.9871,0.0129,0,0,1077.835924,0.9831,0.0169,0,0,1221.13365,0,1,0,0,685.3004196,0,1,0,0,709.7252333
942990,BT 38,Wales,Wales,Rural,0 to 100m,FTTC,B,24.65748537,23.81063897,25.0888911,24.61915027,24.41353703,24.67822245,5.547851387,5.381906581,5.721176516,5.551868774,5.311624,6.109808,8.00E-04,0,21.18829295,21.10280123,0.23227123,0.23423333,0.27841096,0.29161538,20.72055956,20.70986667,7.00E-04,1.00E-04,234.0569589,233.7527333,0.2258,0.0556,0.8222,0.1222,0,592.0086444,,,,,,1,0,0,0,1416.091441,,,,,,0,1,0,0,591.8321146,,,,,
943012,BT 8,South West,England,Rural,0 to 100m,ADSL,B,2.840263964,2.008338581,3.10798271,2.848009412,2.74132352,2.88241472,0.521097352,0.447618581,0.573196129,0.507748849,0.37648,0.600152,0.011,0.0014,33.10640734,30.55765527,0.71654789,0.72441667,0.54122989,0.41716667,22.42274667,26.07404,0.0095,3.00E-04,1373.867049,1484.811091,0.871,0,0.4559,0.5441,0,35451.21259,0,0.4375,0.5625,0,40419.56163,0,0.6522,0.3478,0,2058.252645,0,0.625,0.375,0,1913.280588,0,0.0149,0.9851,0,2646.835804,0,0,1,0,2715.674927
943140,BT 76,East,England,Rural,0 to 100m,FTTC,B,70.63713812,67.90595587,70.96620464,69.9898414,69.44386323,70.56959329,18.55541081,18.40093368,18.57536568,18.52371941,18.156128,18.57596,0,0,8.13442638,8.19886167,0.13003226,0.1205,0.4282522,0.51666667,7.41382069,8.52903448,4.00E-04,0.0011,234.5084606,254.71,0.129,0.0469,0.8299,0.1232,0,593.5267097,0.0377,0.8302,0.1321,0,626.2275094,1,0,0,0,951.6253592,1,0,0,0,1119.745222,0,1,0,0,726.9518052,0,1,0,0,812.2204
947166,BT 17,Wales,Wales,Rural,0 to 100m,ADSL,B,4.104287374,3.605649103,4.223458482,4.151886609,3.911863111,3.987988741,0.720809458,0.686879448,0.732882207,0.722199822,0.553088,0.7748,0,0,31.77344922,32.65333621,0.77427119,0.70747619,0.47568136,0.47455,30.20926524,30.35353571,7.00E-04,4.00E-04,961.7676035,932.3500196,1.8621,0,0.8462,0.1538,0,28653.82106,,,,,,0,0.9873,0.0127,0,1976.285128,,,,,,0,0.275,0.725,0,2376.267215,,,,,
947250,BT 52,Northern Ireland,Northern Ireland,Urban,0 to 100m,FTTC,B,26.91512842,24.2094591,27.69638426,26.76872607,25.85502453,27.4054416,7.848308877,7.723408,7.9162776,7.822792,7.463272,8.025848,0.0013,0,26.00832435,26.21651197,0.33902759,0.34429167,0.63196897,1.28482609,18.0532591,17.92229032,3.00E-04,2.00E-04,270.3297997,307.99522,0.0968,0.0548,0.8219,0.1233,0,701.9935753,,,,,,1,0,0,0,1435.1938,,,,,,0,1,0,0,958.9461622,,,,,
947390,Vodafone UK 38,South East,England,Rural,0 to 100m,FTTC,B,20.58148852,11.90619845,25.19810581,19.1106462,15.66900971,21.87571086,1.304259439,0.808853678,1.530271484,1.252449422,0.704656,1.544648,0.0039,0.004,17.50984686,19.16629635,0.80374751,1.11855556,0.51892691,1.16284615,12.61577762,15.12694828,0.0018,0.0022,368.1710309,413.3818222,2.0968,0.0488,0.8415,0.1098,0,902.3955854,,,,,,0.012,0.9759,0.012,0,1858.86291,,,,,,0,1,0,0,1044.019942,,,,,
947590,Plusnet 8,Scotland,Scotland,Rural,0 to 100m,ADSL,A,0.849012946,0.698345548,0.902303226,0.862922418,0.806491259,0.827376593,0.35774411,0.343450322,0.360277678,0.357933334,0.312192,0.365792,3.00E-04,0,41.17239065,43.0978277,1.89107664,1.94492308,1.63145985,1.80884615,36.26447818,36.91540909,0.0215,0.0123,4955.062604,5005.918463,0.7419,0,0,1,0,3542.086493,,,,,,0,0,0.9615,0.0385,2524.136636,,,,,,0,0,1,0,3794.922205,,,,,
947792,Sky 76,Northern Ireland,Northern Ireland,Rural,0 to 100m,FTTC,B,71.98023779,67.09146632,72.68172258,71.5293353,68.71061136,71.83882271,17.34694624,17.16073961,17.40067458,17.33582027,17.030352,17.429016,2.00E-04,0,8.23715045,8.34724769,0.15753073,0.15584615,0.17833799,0.19453846,18.27829379,18.28727586,5.00E-04,0,167.4618792,169.3366102,0.1613,0.0457,0.8143,0.14,0,447.2112371,0.0351,0.807,0.1579,0,430.6253509,0.9972,0.0028,0,0,825.9390028,1,0,0,0,1020.317322,0,1,0,0,505.0621833,0,1,0,0,537.6197069
947870,BT 52,Northern Ireland,Northern Ireland,Urban,0 to 100m,FTTC,B,50.83968355,49.40905445,51.15120206,50.80891959,50.6398689,51.0275871,9.181358666,9.074957935,9.212381678,9.178341474,8.82896,9.281704,0,0,25.76103041,25.97109654,0.37685591,0.37603448,0.25038506,0.27582759,16.73031362,16.74844262,7.00E-04,7.00E-04,163.2909815,162.4361273,0.2581,0.0784,0.8235,0.098,0,519.7274118,,,,,,1,0,0,0,702.379,,,,,,0,1,0,0,779.43975,,,,,
948004,EE 76,South West,England,Rural,0 to 100m,FTTC,B,69.50973542,67.38681486,70.66870857,69.02385511,68.50580114,70.05118971,17.62560855,15.49646114,18.13354114,15.69483467,6.080496,18.56836,0,0,17.15279196,17.55733333,0.844,0.2482,0.45687037,0.6146,15.72620763,14.44809524,0.0033,0.0086,347.8303271,296.6023333,0.1765,0.1406,0.7188,0.1406,0,655.2724531,0.2222,0.6667,0.1111,0,661.4306667,1,0,0,0,1385.587215,1,0,0,0,1237.3693,0,1,0,0,1672.055723,0,1,0,0,1324.8699
948300,Sky 8,Wales,Wales,Rural,0 to 100m,ADSL,A,2.58156549,1.158363097,4.049197678,1.279431586,1.194237678,1.333292645,0.808809367,0.775512516,0.833601548,0.808100934,0.759504,0.842112,0,0,8.9376794,8.94421268,0.54976323,0.53756667,0.31594722,0.32723333,17.29191495,17.03963793,2.00E-04,1.00E-04,1264.43325,2425.531768,0.0645,0,0.39,0.61,0,23282.4802,0,0,1,0,15240.80021,0,0.3624,0.6376,0,2001.543788,0,0,1,0,2394.276608,0,0.0138,0.9862,0,2517.479138,0,0,1,0,2763.911643
975394,Virgin 70,South East,England,Rural,0 to 100m,Cable,B,76.68600905,74.62127897,76.83041084,76.62006653,76.345712,76.76532414,4.994588071,4.841634322,5.004405419,4.990456552,4.836024,5.0048,0,0,14.78216999,15.03034687,1.14208824,1.53403571,0.07087941,0.08310714,19.16011961,19.58058621,4.00E-04,2.00E-04,371.4710858,415.1151035,0.129,0.0449,0.8084,0.1467,0,506.2531647,0.0357,0.7857,0.1786,0,464.1312857,0.9855,0.0029,0.0087,0.0029,1506.569821,1,0,0,0,774.2111035,0,1,0,0,636.9159022,0,1,0,0,1096.436569
996915,BT 76,East,England,Urban,0 to 100m,FTTC,B,73.29173613,72.4069168,73.74431387,72.88680738,71.91251418,72.37708655,20.7784127,20.74152661,20.79564348,20.745636,20.644888,20.804448,0,0,5.7378729,5.83048355,0.13563636,0.185,0.03755556,0.0738,3.70235683,3.659625,3.00E-04,0,118.6541379,127.4172222,0.0968,0,0.9186,0.0814,0,406.2086861,0,0.8,0.2,0,424.8147,1,0,0,0,571.9528353,1,0,0,0,756.003,0,1,0,0,399.6800222,0,1,0,0,444.8553077
5072065,KCOM 75,Yorkshire & Humberside,England,Urban,0 to 100m,FTTC,HULL,75.32230593,71.69769548,75.93026297,74.301561,72.41282667,74.03190756,20.36544573,20.20813858,20.40715716,20.32789448,19.633448,20.42016,0,0,5.22082284,5.19092986,0.33743929,0.346375,0.16276071,0.29964,6.92689665,7.12845763,2.00E-04,1.00E-04,77.45248108,79.00897778,0.0323,0.0548,0.8082,0.137,0,425.3434521,,,,,,1,0,0,0,402.8952533,,,,,,0,1,0,0,286.7655067,,,,,
5072073,KCOM 30,Yorkshire & Humberside,England,Urban,0 to 100m,FTTC,HULL,31.35103559,29.78364622,31.46810533,31.11526629,29.95446622,30.81398978,16.19943828,16.14858844,16.22408222,16.19874469,16.11652,16.238352,0,0,4.57405658,4.63550983,0.1788381,0.17576471,0.14761429,0.23523529,6.71664387,6.81669697,9.00E-04,0.0066,135.0311507,135.4148824,0.0556,0.037,0.7963,0.1667,0,425.7803333,,,,,,1,0,0,0,1015.411037,,,,,,0,1,0,0,420.3798148,,,,,
5072105,KCOM 75,Yorkshire & Humberside,England,Urban,0 to 100m,FTTC,HULL,75.68869729,72.718096,76.00438503,75.79169472,73.62007834,75.23539172,9.482128215,9.308202322,9.564486452,9.458389846,8.941608,9.589752,0,0,9.75947234,10.10946183,0.3499746,0.36944,0.13693333,0.17073913,8.66852216,8.73822414,2.00E-04,0.0027,89.17579421,88.36008511,0.0323,0.0633,0.7975,0.1392,0,415.9996709,,,,,,1,0,0,0,413.9012169,,,,,,0,1,0,0,296.1021342,,,,,
5339409,KCOM 20,Yorkshire & Humberside,England,Rural,0 to 100m,ADSL,HULL,16.99755952,13.8448271,17.64775587,16.97980626,16.45806432,17.54377408,0.731875894,0.641773162,0.748749419,0.730786605,0.497968,0.749176,0,0,27.94106737,27.8442525,0.81252424,0.9028,0.53823333,0.9413,28.19498148,28.41718182,2.00E-04,2.00E-04,419.5569077,457.1366222,0.0323,0.0482,0.8313,0.1205,0,706.6847349,,,,,,0.8391,0.1609,0,0,2237.116378,,,,,,0,1,0,0,942.8151685,,,,,
814755,Sky 38,London,England,Rural,0 to 100m,FTTC,B,36.6830008,32.29123587,37.36551768,36.64414786,36.099968,37.22448929,8.485664384,8.327479226,8.530556129,8.471805132,8.226888,8.547304,2.00E-04,0,6.2301914,6.30494906,0.23235313,0.22981481,0.50082813,0.52853846,6.87281532,6.85032258,3.00E-04,1.00E-04,220.0493639,237.99494,0.0323,0.0483,0.8036,0.148,0,925.6112447,0.0385,0.7885,0.1731,0,838.7030769,1,0,0,0,944.2545882,1,0,0,0,1033.307019,0,1,0,0,675.9021358,0,1,0,0,718.8062642
2518,BT 38,South West,England,Rural,0 to 100m,FTTC,B,23.31531708,22.91319226,23.44791484,23.32163859,23.17491348,23.37363585,3.228165095,3.216098581,3.240247742,3.224572679,3.074968,3.308168,0,0,10.29811376,10.22159135,0.26967544,0.25510526,0.39772247,0.40055,9.30651613,9.20859459,3.00E-04,0,492.9393188,654.333,0.0645,,,,,,,,,,,1,0,0,0,2292.829706,1,0,0,0,2718.377788,,,,,,,,,,
