unit_id,WT_national,WT_ISP,Valid_panel,Pack_number,Tech,Plusnet_upload,LLUvsNon,MarketClass,URBAN2,Nation,Dist_ADSL1,Dist_ADSL2,DL24hrmean,DL24hrmax,DLpeakmean,DLpeakmax,UL24hrmean,UL24hrmax,UL24hrmean_A,UL24hrmax_A,DNSFail24hr,DNSFailPeak,DNSRTT24hr,DNSRTTPeak,JitterUp24hr,JitterUpPeak,JitterDown24hr,JitterDownPeak,Latency24hr,LatencyPeak,PacketLoss24hr,PacketLossPeak,Web24hr,WebPeak,Disconnections,YouTubeUHD24hr,YouTubeHD24hr,YouTubeSD24hr,YouTubeFailed24hr,YouTubeStartupDelay24hr,YouTubeUHDPeak,YouTubeHDPeak,YouTubeSDPeak,YouTubeFailedPeak,YouTubeStartupDelayPeak,NetflixUHD24hr,NetflixHD24hr,NetflixSD24hr,NetflixFailed24hr,NetflixStartupDelay24hr,NetflixUHDPeak,NetflixHDPeak,NetflixSDPeak,NetflixFailedPeak,NetflixStartupDelayPeak,iPlayerUHD24hr,iPlayerHD24hr,iPlayerSD24hr,iPlayerFailed24hr,iPlayerStartupDelay24hr,iPlayerUHDPeak,iPlayerHDPeak,iPlayerSDPeak,iPlayerFailedPeak,iPlayerStartupDelayPeak
3640,0.46,1.1,Valid panelist,BT 80,FTTC 76,#NULL!,Y,3,Urban,Scotland,#NULL!,#NULL!,62.09234091,62.144744,62.08606057,62.14424,18.55168523,18.692096,18.53734152,18.643504,0.05,0.2,21.99431171,22.4540853,0.30695726,0.30295238,0.32623362,0.34319048,21.74065093,21.77375,0.01,0.03,276.8984592,269.5647619,0.033,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,
814409,0,1.09,Valid panelist,Sky 80,FTTC 76,#NULL!,Y,3,Urban,Scotland,#NULL!,#NULL!,64.33673901,68.029496,53.67008993,67.427376,18.70955567,18.828624,18.69362187,18.801744,0.05,0,22.4796074,23.15795927,0.26432692,0.25678571,0.2848141,0.33914286,17.80145857,17.75334146,0.05,0.01,221.372794,211.197625,0.233,0,1,0,0,432,0,1,0,0,469,1,0,0,0,689,0.9677,0.0323,0,0,1069.625594,0,1,0,0,1202,0,1,0,0,1648.651313
662382,0,5.48,Valid panelist,Plusnet 40,FTTC 38,20,Y,3,Urban,Scotland,#NULL!,#NULL!,35.70226142,37.508784,35.89752636,37.508784,18.57794985,18.72512,18.5842,18.72512,0.02,0,27.46508339,27.49427677,0.34569492,0.34357143,0.39240909,0.39085714,21.97231497,22.07207692,0.02,0.01,277.5217159,272.555,0,0,1,0,0,687,0,1,0,0,628,1,0,0,0,954,1,0,0,0,953.0904,0,1,0,0,1336,0,1,0,0,2141.28735
675946,1.5,1.04,Valid panelist,BT 20,ADSL2,#NULL!,Y,3,Urban,Scotland,#NULL!,Distance band 8,10.28563118,11.307888,10.3334008,11.307888,1.002545818,1.085408,1.002281905,1.085408,0.05,0,47.63887217,48.08472452,0.51769341,0.50535,0.47052149,0.4663,38.26957163,38.2758,0.04,0.04,1020.859605,1026.648233,0.167,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,
814111,0,0.91,Valid panelist,Sky 40,FTTC 38,#NULL!,Y,2,Semi-urban,Scotland,#NULL!,#NULL!,22.2829378,24.89712,22.09972995,24.8958,9.430487506,9.826904,9.474544433,9.733664,0.04,0,23.86011917,24.93110307,0.24457705,0.23764286,0.40210526,0.40526667,18.97671268,19.02871053,0.1,0,439.5869323,428.4894571,0.321,0,1,0,0,566,0,1,0,0,646,1,0,0,0,1439,1,0,0,0,1494.0611,0,1,0,0,1530,0,1,0,0,1968.9432
2236,0.56,1.26,Valid panelist,BT 80,FTTC 76,#NULL!,Y,3,Urban,Scotland,#NULL!,#NULL!,68.89762002,74.22212,68.68498052,74.173384,18.17985897,19.098992,18.04966182,18.747968,0,0,27.14732038,27.20367752,0.33872727,0.2959,0.50340909,0.6715,26.31368215,26.85885714,0.03,0.05,346.6149402,392.7305833,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,
33832,0,0,Valid panelist,BT 80,FTTC 76,#NULL!,Y,1,Rural,Scotland,#NULL!,#NULL!,55.13561648,56.6036,54.97394105,56.461248,16.37149177,17.024328,16.22176686,17.01872,0,0,27.97245349,28.04759091,0.23392793,0.2278,0.37048949,0.36145,27.3517571,27.47614286,0.02,0,550.5277541,600.1164909,0.1,0,1,0,0,724,0,1,0,0,736,1,0,0,0,700,1,0,0,0,690.19945,0,1,0,0,1971,0,1,0,0,1832.16275
660012,0.67,0,Valid panelist,BT 8,ADSL1,#NULL!,Y,1,Semi-urban,Scotland,Distance band 3,#NULL!,6.684992815,6.860784,6.718530823,6.860784,0.451035139,0.60336,0.451168889,0.60336,0.68,0.32,47.63550696,48.22137987,1.3684037,2.34721429,0.51134815,1.325375,43.48069516,42.98271429,0.15,0.02,1253.529197,1282.649453,0.1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,
33999,0,0.75,Valid panelist,Plusnet 20,ADSL2,#NULL!,Y,2,Semi-urban,Scotland,#NULL!,Distance band 5,16.32486946,17.606272,16.23504444,17.174064,0.99583225,1.069192,0.971753412,1.057608,0.03,0,40.03248412,40.76434402,0.85637143,0.8645,0.52382857,0.4325,35.14018282,34.83484615,0.1,0,524.6240736,528.4264286,0.44,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,
662380,0.31,1.09,Valid panelist,BT 40,FTTC 38,#NULL!,Y,2,Semi-urban,Scotland,#NULL!,#NULL!,35.87270925,37.175904,33.1672441,37.151944,9.263486312,9.344864,9.258317538,9.344864,0.03,0,31.56721637,31.8581681,0.38098567,0.40747619,0.35430372,0.42019048,26.81100577,26.68492683,0.12,0,341.9781847,434.8855385,0.167,0,1,0,0,565,0,1,0,0,577,1,0,0,0,1004,0.9474,0.0526,0,0,1111.921333,0,1,0,0,1671,0,1,0,0,1759.2191
14243,0,0.71,Valid panelist,Plusnet 80,FTTC 76,20,Y,3,Urban,Scotland,#NULL!,#NULL!,69.07213993,72.656568,67.06192448,72.33308,18.52340446,18.716832,18.51773067,18.716832,1.23,0,28.76530189,28.27770629,0.35050228,0.35953846,0.47377169,0.498,22.93907883,22.99895833,0.13,0.29,323.3665662,334.4717692,1,0,1,0,0,646,0,1,0,0,578,1,0,0,0,914,1,0,0,0,1020.509,0,1,0,0,1398,0,1,0,0,1472.842308
42233,0,0.9,Valid panelist,Plusnet 80,FTTC 76,20,Y,3,Urban,Scotland,#NULL!,#NULL!,68.57299128,71.948408,69.12219159,71.897744,18.53691876,18.6428,18.50872073,18.623072,0,0,28.05739952,28.07544888,0.33491743,0.32861111,0.37159327,0.39811765,23.04207265,23.20079487,0.02,0,278.9992114,273.0754,0,0,1,0,0,668,0,1,0,0,685,1,0,0,0,633,1,0,0,0,649.0663824,0,1,0,0,1123,0,1,0,0,1216.116441
2989,1.64,0.6,Valid panelist,Talk Talk 20,ADSL2,#NULL!,Y,3,Urban,Scotland,#NULL!,Distance band 4,8.911206882,9.030928,8.81956313,9.03056,0.745789202,0.760592,0.74499619,0.757248,0,0,29.8314517,30.57187838,0.9854142,0.90354545,0.98684024,0.92072727,31.13905769,31.19178261,0.16,0.71,612.0368723,709.667913,0.133,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,
34011,0.32,0,Valid panelist,BT 40,FTTC 38,#NULL!,Y,1,Rural,Scotland,#NULL!,#NULL!,27.04998096,28.010312,26.85476019,28.004512,8.205515829,8.561808,8.206484952,8.561808,0.04,0,33.97455527,34.42001731,0.40878947,0.48119048,0.61182972,0.7833,33.30297159,33.54948571,0.02,0,449.5787092,453.5191,0.033,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,
146056,0,0,Valid panelist,Plusnet 40,FTTC 38,10,Y,1,Rural,Scotland,#NULL!,#NULL!,11.09188615,29.064424,10.2128956,29.064424,6.275996655,6.662016,6.3086068,6.610088,0,0,32.98137883,32.27196438,1.12134286,1.1761,1.08599143,1.2372381,27.64080426,27.645,0.22,0.26,1003.674267,1031.963371,0.133,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,
146058,0.2,0.87,Valid panelist,BT 40,FTTC 38,#NULL!,Y,3,Semi-urban,Scotland,#NULL!,#NULL!,36.25289998,37.453288,36.19657895,37.151008,5.002140506,5.0778,5.0055916,5.070328,0,0,29.11225384,29.50886494,0.39837237,0.40005,0.35023724,0.38605263,23.51821418,23.55061905,0.02,0,522.673502,539.5240926,0.033,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,
251964,0.87,0,Valid panelist,Plusnet 8,ADSL1,#NULL!,Y,1,Rural,Scotland,Distance band 5,#NULL!,0.635878137,0.743008,0.6272164,0.743008,0.385924931,0.48204,0.383832,0.48204,0.18,0.22,35.26511422,34.78754444,1.05851049,0.74235294,0.99178322,0.80238889,29.40703853,28.68272222,0.22,0.16,5885.711483,5820.301179,0.467,0,0,1,0,3007,0,0,1,0,4037,0,0,1,0,2039,0,0,0.8889,0.1111,2955.406826,0,0,1,0,3346,0,0,1,0,2633.322211
813071,0,0,Valid panelist,Sky 40,FTTC 38,#NULL!,N,1,Rural,Scotland,#NULL!,#NULL!,36.95848372,37.65916,36.94956615,37.65916,7.981212272,8.19016,7.966815414,8.160232,0.02,0,24.4522689,24.33132755,0.60757602,0.6053,0.39334211,0.3803,21.81322682,21.80797619,0.06,0,280.9925768,290.4572927,0.533,0,1,0,0,558,0,1,0,0,587,1,0,0,0,1001,1,0,0,0,966.93775,0,1,0,0,1372,0,1,0,0,1843.8886
143092,0,0,Valid panelist,Other 20,ADSL2,#NULL!,N,1,Rural,Scotland,#NULL!,Distance band 10,4.402458182,5.22584,4.3887435,5.223984,0.283774018,0.363624,0.283480571,0.306912,0.09,0,43.9746501,43.81559936,1.17236223,2.35527778,0.59186687,1.07205882,41.69923077,43.40880952,0.21,0.28,1789.260192,1964.894509,4.167,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,
140782,2.47,0,Valid panelist,BT 8,ADSL1,#NULL!,Y,1,Rural,Scotland,Distance band 5,#NULL!,3.588002894,3.859704,3.5544048,3.818056,0.401173771,0.472624,0.399848,0.472624,0,0,49.73344198,51.51806579,1.06588889,0.85383333,0.66159524,0.81522222,44.2349644,44.22471795,0.04,0.06,2135.659554,2140.672255,0.067,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,
2087,0.43,1.57,Valid panelist,BT 20,ADSL2,#NULL!,Y,1,Rural,Scotland,#NULL!,Distance band 10,16.63214492,17.671056,16.91344284,17.639856,0.997287698,1.107216,0.994589162,1.107216,0.25,2.5,36.85846382,37.48489577,1.15482807,1.05353333,0.97366316,0.72835714,35.48279365,35.80658537,0.22,0.28,553.7735936,471.3637273,0.1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,
660006,1.81,0.59,Valid panelist,BT 20,ADSL2,#NULL!,Y,1,Rural,Scotland,#NULL!,Distance band 20,3.460779966,4.084488,3.381841714,4.071744,0.94203829,1.120896,0.935650286,1.058952,0,0,30.83929438,30.82198661,0.47133878,0.53261538,0.5240898,1.12591667,27.1775945,27.4576129,0.05,0.11,2031.980766,2122.490923,0.16,0,0,1,0,1405,0,0,1,0,1366,0,1,0,0,2398,0,0.9091,0.0909,0,2288.227154,0,1,0,0,3393,0,0.5556,0.4444,0,4018.282077
143278,0,0,Valid panelist,Plusnet 40,FTTC 38,10,Y,1,Rural,Scotland,#NULL!,#NULL!,28.49164761,29.959616,28.67210358,29.959616,8.527864646,8.60304,8.528138526,8.60304,0.2,0,38.43367464,38.42713636,0.26801858,0.2845,0.38743302,0.4317,33.66675455,33.7579,0.03,0,634.0176856,632.7818621,0.036,0,1,0,0,792,0,1,0,0,776,1,0,0,0,1243,1,0,0,0,1223.51595,0,1,0,0,1659,0,1,0,0,1676.59415
3616,2.46,1.18,Valid panelist,BT 20,ADSL2,#NULL!,Y,2,Urban,Scotland,#NULL!,Distance band 13,5.327438373,5.866088,5.413137,5.866088,0.918767106,1.17912,0.924467,1.17912,0.06,0,35.03234473,36.11940291,0.44557716,0.46022222,0.40047692,0.37416667,26.92265523,28.11876316,0.12,0.15,966.619073,805.3477,0.1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,
2122,0.6,0,Valid panelist,BT 8,ADSL1,#NULL!,Y,1,Rural,Scotland,Distance band 4,#NULL!,5.794867571,6.86576,4.446153778,6.79628,0.407503723,0.512256,0.4110736,0.510328,0.07,0,54.3676874,59.69667797,1.33957609,1.40033333,0.80006545,2.09033333,50.54219038,53.04211538,0.02,0.01,996.1199429,1323.476194,0.033,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,
143094,0,0,Valid panelist,BT 40,FTTC 38,#NULL!,Y,1,Rural,Scotland,#NULL!,#NULL!,35.16741913,37.179488,34.86805829,37.119456,9.351789223,9.579376,9.333984,9.554168,0.03,0,29.89446134,30.12224796,0.56132164,0.58563158,0.3294152,0.38535,29.34081366,29.325925,0.01,0.01,591.9317108,586.3873333,0.033,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,
144220,0,0,Valid panelist,BT 40,FTTC 38,#NULL!,Y,1,Semi-urban,Scotland,#NULL!,#NULL!,37.02448736,37.149144,36.88705822,37.149144,9.22979505,9.332728,9.23288,9.332728,0,0,32.28668971,32.42490286,0.33400309,0.33552632,0.30610494,0.3236,30.42843379,30.41682857,0.32,0.29,598.1778749,567.14025,0,0,1,0,0,769,0,1,0,0,774,1,0,0,0,968,1,0,0,0,957.8384737,0,1,0,0,1728,0,1,0,0,1823.6839
257826,0,0,Valid panelist,Sky 40,FTTC 38,#NULL!,Y,1,Semi-urban,Scotland,#NULL!,#NULL!,32.53680137,36.431272,32.3941852,36.431272,9.344293428,9.41424,9.338881334,9.404784,0.02,0,24.17571466,24.18005181,0.22921765,0.2298,0.3730826,0.22983333,19.09675,19.31363415,0.04,0.07,277.1648633,282.0532,0.3,0,1,0,0,454,0,1,0,0,469,1,0,0,0,1074,1,0,0,0,1114.348878,0,1,0,0,1313,0,1,0,0,1359.023512
813439,0,0.88,Valid panelist,Plusnet 20,ADSL2,#NULL!,Y,2,Semi-urban,Scotland,#NULL!,Distance band 4,15.19947356,16.398248,15.2495922,16.398248,1.042378703,1.072672,1.042295805,1.071512,0.02,0,40.02253043,39.82742543,0.60581138,0.59780952,0.48573952,0.40366667,34.56007081,34.63269231,0.05,0.01,452.7554365,433.299718,0.2,0,1,0,0,703,0,1,0,0,795,0,1,0,0,1396,0.5789,0.4211,0,0,1639.204211,0,1,0,0,1803,0,1,0,0,1917.84315
528720,0,0,Valid panelist,Other 40,FTTC 38,#NULL!,N,1,Semi-urban,Scotland,#NULL!,#NULL!,35.29209752,37.709968,34.21376156,37.593536,8.911837151,9.093584,8.91655239,9.06924,0.18,1.15,36.90150549,36.86247742,0.31310826,0.46405556,0.38131054,0.68345,34.3640156,35.886125,0.17,1.6,411.4594588,403.62205,0.767,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,
1680,0,0,Valid panelist,BT 40,FTTC 38,#NULL!,Y,1,Rural,Scotland,#NULL!,#NULL!,37.11312853,37.160224,37.14900533,37.15928,9.270547429,9.409256,9.27852,9.384232,0,0,29.45158762,29.71249482,0.30003458,0.28285714,0.54900865,0.56342857,28.78499424,28.89447368,0.02,0,373.497353,433.1074634,0.067,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,
143280,1.02,0.6,Valid panelist,Talk Talk 20,ADSL2,#NULL!,Y,2,Semi-urban,Scotland,#NULL!,Distance band 3,13.39268479,14.187248,13.38073486,14.159696,0.835725017,0.86332,0.845339429,0.861112,0,0,24.35495059,24.241064,0.87885185,0.79566667,0.45350852,0.4425,28.68350568,28.61654762,0.14,0.2,881.3606423,904.9327541,0.4,0,1,0,0,722,0,1,0,0,728,0,1,0,0,1083,0,1,0,0,1080.673286,0,1,0,0,1865,0,1,0,0,1722.872952
665734,0,0,Valid panelist,Plusnet 40,FTTC 38,20,Y,1,Rural,Scotland,#NULL!,#NULL!,34.81611952,37.56528,34.46732842,37.564144,13.50314167,13.757776,13.48727726,13.739328,2.81,2.26,38.23362567,38.44774378,0.30587195,0.31794737,0.35329052,0.42033333,34.11620491,34.20989474,0.04,0.01,458.9349284,570.5260571,0.067,0,1,0,0,645,0,1,0,0,630,1,0,0,0,1685,0.9375,0.0625,0,0,1755.924588,0,1,0,0,2003,0,1,0,0,3304.864294
22872,0.32,1,Valid panelist,Virgin 100,Cable,#NULL!,N,3,Urban,England,#NULL!,#NULL!,86.3344909,106.423056,59.14294166,99.3254,5.9596384,6.16148,5.928738927,6.12484,0.06,0.32,15.44840095,19.60521373,2.58601899,2.72935294,0.66835759,1.88877778,11.8425731,16.54813514,0.03,0.04,245.995057,312.722075,0,0,1,0,0,440,0,1,0,0,459,1,0,0,0,610,0.9744,0.0256,0,0,867.132325,0,1,0,0,1001,0,1,0,0,1585.216189
249888,0.66,1,Valid panelist,Virgin 152,Cable,#NULL!,N,3,Urban,England,#NULL!,#NULL!,125.6323333,159.676608,90.74806358,135.038672,11.89897177,12.057872,11.94867631,12.057872,0.43,0.18,21.70035107,23.02612731,6.07502639,5.93655,0.55583673,0.82957143,9.46420921,9.8855,0.21,0.17,436.1953526,338.904,0.286,0,1,0,0,1272,0,1,0,0,1409,1,0,0,0,1078,0.9268,0.0732,0,0,1261.818886,0,1,0,0,2803,0,1,0,0,2553.994684
496200,0.62,0.92,Valid panelist,Sky 40,FTTC 38,#NULL!,Y,3,Urban,England,#NULL!,#NULL!,34.88468496,36.36604,35.12572324,36.36604,7.043807542,7.186584,7.012342666,7.186584,0.03,0,16.48647973,16.25406982,0.45696875,0.47752381,0.69839205,0.71861905,11.05450647,11.0452963,0.14,0.1,259.0452475,292.2172195,0.067,0,1,0,0,619,0,1,0,0,742,1,0,0,0,1061,0.95,0.05,0,0,1007.047762,0,1,0,0,1200,0,1,0,0,1235.138775
125732,0.26,1.22,Valid panelist,BT 40,FTTC 38,#NULL!,Y,3,Semi-urban,England,#NULL!,#NULL!,38.40192995,42.024264,37.5702888,42.02344,6.148714636,7.300664,5.959989463,7.300664,0,0,17.31590177,17.39431505,0.41984751,0.40452632,0.49761404,0.64305556,18.25922143,18.53797561,0.24,0.28,328.1128921,342.3574146,0.367,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,
354994,0.45,0,Valid panelist,BT 8,ADSL1,#NULL!,Y,2,Semi-urban,England,Distance band 1,#NULL!,6.78612633,6.88484,6.784865103,6.882672,0.344666057,0.474664,0.326825866,0.462288,0.03,0,67.32078672,71.17595238,17.34556489,20.3666,0.41472519,0.41483333,68.64204011,72.67556098,0.06,0.17,1162.510021,1258.24648,0.133,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,
2511,0,1.16,Valid panelist,Plusnet 80,FTTC 76,20,Y,3,Urban,England,#NULL!,#NULL!,69.47540122,72.591536,67.74598576,72.506824,18.59051071,18.702784,18.5893148,18.702784,0.02,0,21.9089478,22.01086359,0.30328693,0.28752381,0.30624363,0.38785714,7.49667234,7.6568,0.04,0.05,163.5577226,170.2523514,0.067,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,
655964,0,0,Valid panelist,Virgin 150,Cable,#NULL!,N,3,Urban,England,#NULL!,#NULL!,151.8048527,155.364544,150.0862184,154.618984,10.06555798,10.306912,9.9763704,10.269896,0,0,12.41157757,12.35335371,1.64285542,1.8424,0.25301205,0.3536,9.70075152,10.0588,0.03,0.01,201.0183537,210.6108,0.143,0,1,0,0,312,0,1,0,0,330,1,0,0,0,504,1,0,0,0,503.1725,0,1,0,0,645,0,1,0,0,661.6666
168238,0.66,1,Valid panelist,Virgin 152,Cable,#NULL!,N,3,Urban,England,#NULL!,#NULL!,155.2368493,159.100848,151.212482,158.446568,12.68098549,12.944816,12.67158919,12.944816,0.05,0,10.01625116,9.72120765,1.31295115,1.38285714,0.20643391,0.2754,8.99283357,9.17771429,0.02,0,159.1190975,145.5278974,0,0,1,0,0,380,0,1,0,0,474,1,0,0,0,444,1,0,0,0,435.6520238,0,1,0,0,798,0,1,0,0,1181.339475
34545,0.39,1,Valid panelist,Virgin 152,Cable,#NULL!,N,3,Urban,England,#NULL!,#NULL!,120.2353118,159.639392,102.2134333,156.398984,12.02623877,12.221768,12.02148595,12.221768,0.03,0,13.01712242,13.0646732,2.4797094,2.52765,0.21602564,0.18771429,9.98677383,10.18958974,0.05,0.04,226.6312397,253.091561,0.067,0,1,0,0,426,0,1,0,0,441,1,0,0,0,1366,1,0,0,0,1388.769564,0,1,0,0,934,0,1,0,0,1573.810026
1718,1.17,0.43,Valid panelist,BT 20,ADSL2,#NULL!,Y,3,Urban,England,#NULL!,Distance band 1,13.47542952,14.24236,13.75726624,14.211368,0.839919396,0.981528,0.85680896,0.981528,0,0,26.78152219,26.32939967,0.70437379,0.68215385,0.79469082,0.38415385,21.2863381,20.7885,0.15,0.1,463.9521095,481.6368077,0.2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,,,,
185846,0.33,0.87,Valid panelist,BT 80,FTTC 76,#NULL!,Y,3,Urban,England,#NULL!,#NULL!,73.26188723,74.144736,72.95662646,73.708472,18.57159852,18.64136,18.57257795,18.632456,0.02,0,14.69525914,15.11354518,0.38583853,0.35447619,0.3976392,0.42138095,9.82488369,9.698075,0.02,0,172.8039617,183.1428462,0.1,0,1,0,0,650,0,1,0,0,635,1,0,0,0,464,1,0,0,0,466.3828333,0,1,0,0,1089,0,1,0,0,1495.891071
132360,0,0,Valid panelist,Talk Talk 8,ADSL1,#NULL!,Y,3,Urban,England,Distance band 3,#NULL!,5.158227803,5.67392,5.07804897,5.67064,0.401274966,0.529912,0.3966085,0.525496,0.53,0,65.73894008,67.15078571,15.2172125,12.15469231,1.13894583,0.9925,53.95243436,51.479,0.06,0.04,1240.614784,1112.187231,0.32,0,1,0,0,1479,0,1,0,0,1538,0,1,0,0,4466,0,0.9231,0.0769,0,5056.40835,0,1,0,0,4147,0,1,0,0,4151.243769
505426,0.68,1,Valid panelist,Virgin 100,Cable,#NULL!,N,3,Urban,England,#NULL!,#NULL!,66.98352175,106.078024,25.213355,42.596096,6.130352,6.254096,6.1320136,6.254096,0.13,0.73,11.78615957,13.03862783,1.75985756,2.26555556,0.59101163,1.24242105,13.69808616,15.32685366,0.21,1.04,226.8833492,293.4838947,0.033,0,1,0,0,460,0,1,0,0,515,1,0,0,0,745,0.8421,0.1579,0,0,1101.286636,0,1,0,0,755,0,1,0,0,977.1120256
814567,0,0.46,Valid panelist,Sky 20,ADSL2,#NULL!,Y,3,Urban,England,#NULL!,Distance band 1,8.404678116,10.425448,8.14696075,10.425448,0.986666076,1.081936,0.969777697,1.081936,0.18,0.13,21.57319905,22.40736786,0.71781597,0.6902,0.98404514,1.12926667,16.30790592,15.97073684,0.17,0.19,876.2344729,992.2755,1.367,0,1,0,0,603,0,1,0,0,651,0,1,0,0,1782,0,1,0,0,1768.061308,0,1,0,0,2685,0,1,0,0,2614.338188
661098,0.4,1,Valid panelist,Virgin 100,Cable,#NULL!,N,3,Urban,England,#NULL!,#NULL!,99.76064165,105.975024,94.91325127,105.585504,5.914060783,6.0408,5.818831555,6.020688,0.13,0,13.15614127,15.01148084,1.82151442,1.80533333,0.24082692,0.2804,14.42730603,15.01176316,0.22,0.06,216.6501841,255.3406087,0.233,0,1,0,0,413,0,1,0,0,461,1,0,0,0,520,1,0,0,0,543.1613333,0,1,0,0,979,0,1,0,0,1043.657545
