Unit_id,Distance band,Urban/rural,Market,ISP,Headline speed,Technology,Download speed (Mbit/s) 24-hour,Download speed (Mbit/s) Max,Download speed (Mbit/s) 8-10pm weekday,Upload speed (Mbit/s)24-hour,Upload speed (Mbit/s)Max,Upload speed (Mbit/s)8-10pm weekday,DNS resolution (ms)24-hour,DNS failure (%)24-hour,DNS resolution (ms)8-10pm weekday,DNS failure (%)8-10pm weekday,Jitter up (ms)24-hour,Jitter down (ms)24-hour,Jitter up (ms)8-10pm weekday,Jitter down (ms)8-10pm weekday,Latency (ms)24-hour,Packet loss (%)24-hour,Latency (ms)8-10pm weekday,Packet loss (%)8-10pm weekday,Web page (ms)24-hour,Web page (ms)8-10pm weekday,ISP weights
FTTC,1367-1635,Urban,3,FTTC ,80,FTTC,56.834,58.284,56.054,18.504,18.943,18.469,23.479,0,23.504,0,0.307,0.323,0.322,0.418,23.346,0.02%,23.522,0.00%,338.495,333.552,1
FTTC,2563-5000,Urban,3,FTTC ,40,FTTC,36.272,36.685,36.424,1.867,1.904,1.865,24.837,0,24.719,0,0.468,0.403,0.486,0.471,16.894,0.01%,16.407,0.01%,334.315,320.948,1
FTTC,0-385,Urban,3,FTTC ,80,FTTC,70.718,74.926,69.108,18.618,19.3,18.692,21.014,0,20.355,0,0.289,0.319,0.288,0.337,20.541,0.07%,20.026,0.03%,308.769,310.345,1
FTTC,2563-5000,Urban,3,FTTC ,80,FTTC,62.103,62.927,61.675,18.75,18.908,18.755,12.602,0,12.807,0,0.263,0.274,0.257,0.333,13.131,0.04%,12.998,0.03%,214.471,260.204,1
FTTC,1992-2563,Urban,3,FTTC ,80,FTTC,61.595,72.285,61.022,14.755,19.132,14.435,17.3,0.001,16.725,0,0.309,0.278,0.314,0.307,16.852,0.14%,16.3,0.02%,260.17,276.961,1
FTTC,2563-5000,Urban,3,FTTP,100+,FTTC,170.763,211.895,160.427,20.067,20.992,19.937,11.112,0,11.227,0,0.281,0.202,0.294,0.231,10.7,0.13%,10.802,0.03%,163.331,157.541,
FTTC,582-763,Urban,3,FTTC ,80,FTTC,49.009,61.451,46.596,18.594,18.999,18.454,13.32,0.01,18.685,0.047,0.362,0.443,0.393,0.67,11.57,2.10%,11.874,1.04%,252.459,255.726,1
FTTC,2563-5000,Rural,3,FTTC ,40,FTTC,39.302,39.728,39.268,6.458,6.754,6.421,13.481,0,13.596,0,2.306,0.355,3.174,0.38,12.94,0.03%,12.828,0.05%,218.076,214.137,1
FTTC,763-946,Urban,3,FTTC ,80,FTTC,74.077,74.965,73.185,17.259,17.591,17.248,15.637,0,15.566,0,0.227,0.171,0.23,0.188,14.479,0.07%,14.223,0.03%,226.735,223.754,1
FTTC,763-946,Urban,3,FTTC ,80,FTTC,53.247,55.252,53.235,13.307,14.677,13.099,27.437,0,27.557,0,0.408,0.364,0.411,0.377,26.218,0.09%,26.297,0.00%,378.721,393.372,1
FTTC,1992-2563,Urban,3,FTTC ,80,FTTC,50.514,51.949,50.161,16.437,16.846,16.489,9.736,0,9.861,0,0.23,0.172,0.225,0.203,8.133,0.03%,8.251,0.03%,143.428,143.754,1
FTTC,1367-1635,Urban,3,FTTC ,40,FTTC,36.735,37.209,36.39,6.809,6.903,6.801,20.731,0,20.157,0,0.368,0.32,0.364,0.323,15.146,0.04%,15.211,0.01%,243.358,269.783,1
FTTC,385-582,Urban,3,FTTC ,80,FTTC,74.218,74.88,73.733,18.607,18.955,18.59,8.771,0,8.825,0,0.266,0.248,0.276,0.275,6.858,0.04%,6.955,0.09%,135.091,115.828,1
FTTC,2563-5000,Rural,3,FTTC ,80,FTTC,62.485,65.332,59.562,18.743,19.503,18.72,15.228,0,15.792,0.002,0.245,0.337,0.249,0.726,14.286,0.10%,14.595,0.08%,221.515,227.74,1
FTTC,1992-2563,Urban,3,FTTC ,80,FTTC,66.696,67.58,64.85,18.487,19.312,18.323,14.617,0.002,19.1,0.005,0.252,0.275,0.352,0.568,11.922,0.02%,12.581,0.04%,196.57,206.492,1
FTTC,1367-1635,Urban,3,FTTC ,80,FTTC,57.329,58.892,57.52,17.146,17.562,17.115,19.241,0,18.726,0,0.311,0.301,0.337,0.311,17.799,0.04%,17.128,0.01%,268.41,289.244,1
FTTC,946-1143,Urban,3,FTTC ,80,FTTC,73.996,74.814,73.808,15.94,16.698,15.955,23.521,0.001,23.507,0,0.232,0.226,0.237,0.24,21.54,0.10%,21.356,0.01%,326.541,319.361,1
FTTC,0-385,Urban,3,FTTC ,80,FTTC,55.365,55.768,54.935,11.551,11.665,11.542,16.132,0.008,20.839,0.028,0.451,0.386,0.486,0.582,13.68,0.03%,14.152,0.03%,221.226,248.956,1
FTTC,1143-1367,Urban,3,FTTC ,40,FTTC,36.544,37.799,35.093,8.513,9.518,8.489,19,0.003,19.658,0,0.343,0.411,0.338,0.673,12.219,0.11%,12.38,0.22%,230.942,304.579,1
FTTC,582-763,Urban,3,FTTC ,80,FTTC,59.325,73.126,56.35,17.231,18.815,16.966,11.487,0.006,14.247,0.018,0.862,0.578,0.992,0.861,8.248,0.07%,8.52,0.02%,220.867,265.094,1
FTTC,1992-2563,Urban,3,FTTC ,40,FTTC,22.286,23.593,22.349,4.144,4.217,4.143,22.388,0.001,21.511,0.002,0.375,0.379,0.367,0.415,23.432,0.02%,23.485,0.00%,376.271,358.173,1
FTTC,0-385,Urban,3,FTTC ,40,FTTC,37.466,37.964,37.465,9.76,9.815,9.755,12.97,0,12.284,0,0.238,0.282,0.253,0.299,14.4,0.06%,14.44,0.01%,244.891,226.716,1
FTTC,763-946,Urban,3,FTTC ,80,FTTC,62.363,74.931,60.93,18.738,18.915,18.73,11.984,0,12.145,0,0.257,0.248,0.255,0.264,11.274,0.02%,11.306,0.01%,193.953,189.661,1
FTTC,0-385,Urban,3,FTTC ,80,FTTC,39.809,41.08,39.597,11.833,12.405,11.592,23.872,0.012,30.236,0.056,0.405,0.458,0.433,0.695,21.265,0.06%,21.606,0.03%,328.233,375.036,1
FTTC,1143-1367,Urban,3,FTTC ,40,FTTC,38.891,44.319,38.244,9.445,11.401,9.391,17.222,0.006,20.698,0.024,0.372,0.558,0.382,1.021,15.419,0.17%,16.27,0.16%,267.481,252.782,1
FTTC,582-763,Urban,3,FTTC ,40,FTTC,31.18,38.472,26.523,9.461,9.679,9.487,12.72,0.004,14.925,0.014,0.289,0.554,0.296,1.823,8.493,0.38%,10.853,1.17%,232.518,588.046,1
FTTC,1143-1367,Urban,3,FTTC ,40,FTTC,28.69,30.066,28.349,7.135,7.287,7.122,21.511,0,20.856,0,0.369,0.256,0.395,0.535,22.727,0.05%,23.247,0.01%,348.923,360.082,1
FTTC,582-763,Urban,3,FTTC ,40,FTTC,37.181,37.782,36.943,8.852,8.978,8.84,15.397,0,15.361,0,0.29,0.281,0.291,0.304,13.886,0.03%,13.942,0.02%,235.297,234.99,1
FTTC,1992-2563,Urban,3,FTTC ,80,FTTC,69.535,70.504,68.722,18.659,18.933,18.642,12.993,0.005,17.186,0.02,0.338,0.388,0.407,0.651,10.449,0.04%,10.907,0.00%,170.256,203.767,1
FTTC,946-1143,Urban,3,FTTC ,40,FTTC,33.443,37.757,29.273,7.686,8.357,7.689,18.917,0.006,21.101,0.026,0.348,0.437,0.346,0.819,14.684,0.29%,15.842,1.48%,266.715,454.995,1
FTTC,1992-2563,Urban,3,FTTC ,80,FTTC,74.244,74.66,74.053,21.369,21.571,21.37,10.795,0,10.852,0,0.195,0.087,0.21,0.123,10.134,0.02%,10.22,0.01%,160.503,159.795,1
FTTC,2563-5000,Urban,3,FTTC ,40,FTTC,36.991,38.639,36.347,9.38,9.538,9.392,17.462,0.001,17.098,0,0.335,0.332,0.342,0.436,12.418,0.10%,12.539,0.17%,215.125,249.326,1
FTTC,946-1143,Urban,3,FTTC ,80,FTTC,65.656,66.759,64.2,18.57,18.812,18.388,15.824,0.007,20.726,0.027,0.33,0.372,0.345,0.51,13.321,0.03%,13.617,0.02%,207.494,197.381,1
FTTC,763-946,Urban,3,FTTC ,80,FTTC,73.673,74.947,73.057,10.257,10.426,10.262,15.562,0,15.66,0,0.318,0.331,0.319,0.355,13.683,0.09%,13.706,0.10%,221.725,235.9,1
FTTC,946-1143,Urban,3,FTTC ,80,FTTC,73.462,74.968,71.441,18.598,19.18,18.606,13.291,0,13.356,0,0.263,0.258,0.262,0.273,12.918,0.04%,12.902,0.01%,207.702,193.68,1
FTTC,0-385,Urban,3,FTTC ,40,FTTC,35.235,38.288,33.537,9.469,9.686,9.476,24.99,0.001,24.735,0,0.298,0.424,0.298,0.422,22.744,0.21%,22.495,0.00%,339.692,346.663,1
FTTC,763-946,Urban,3,FTTC ,80,FTTC,68.125,70.307,66.178,19.05,19.567,19.093,25.619,0,25.718,0,0.271,0.314,0.269,0.331,25.939,0.04%,26.031,0.06%,373.339,365.943,1
FTTC,,,,FTTC ,40,FTTC,36.893,37.467,36.638,9.612,9.823,9.577,13.028,0.001,18.003,0,0.266,0.246,,,9.677,0.03%,10.074,0.12%,188.426,180.869,1
FTTC,1992-2563,Urban,3,FTTC ,80,FTTC,65.717,68.535,64.416,17.198,18.673,14.993,23.39,0.001,25.01,0,0.338,0.37,,,22.343,0.04%,23.179,0.13%,293.958,361.582,1
FTTC,0-385,Urban,3,FTTC ,80,FTTC,71.283,73.165,69.635,18.659,18.881,18.658,12.667,0.007,16.403,0.03,0.232,0.273,0.242,0.477,10.385,0.02%,10.733,0.01%,177.144,203.216,1
FTTC,1635-1992,Urban,3,FTTC ,40,FTTC,31.963,37.403,31.5,6.281,7.364,6.501,25.336,0.001,25.16,0,0.324,0.255,0.322,0.331,25.908,0.04%,25.768,0.03%,381.162,386.034,1
FTTC,582-763,Urban,3,FTTC ,80,FTTC,55.118,55.367,54.781,18.468,18.851,18.587,19.532,0.002,24.166,0.006,0.651,0.387,0.656,0.469,15.984,0.04%,16.537,0.03%,252.416,253.327,1
FTTC,763-946,Urban,3,FTTC ,40,FTTC,40.254,42.241,39.764,9.144,9.379,9.108,16.97,0,17.335,0,0.354,0.38,0.362,0.393,15.159,0.08%,15.6,0.22%,247.122,253.573,1
FTTC,2563-5000,Urban,3,FTTC ,40,FTTC,37.654,37.697,37.642,9.764,9.815,9.767,13.554,0,13,0,0.237,0.279,0.236,0.291,7.882,0.03%,7.888,0.01%,197.641,167.092,1
FTTC,1635-1992,Urban,3,FTTC ,40,FTTC,31.083,38.162,27.163,9.316,9.559,9.305,12.397,0.005,14.126,0.015,0.362,0.664,0.364,1.497,6.525,0.44%,8.298,1.21%,293.362,1399.611,1
FTTC,946-1143,Urban,3,FTTC ,80,FTTC,73.605,74.791,72.817,19.69,20.444,19.742,11.244,0,11.251,0,0.398,0.319,0.495,0.434,10.76,0.01%,10.726,0.01%,171.779,171.581,1
FTTC,946-1143,Urban,3,FTTC ,40,FTTC,32.457,38.524,26.479,8.307,9.567,8.16,13.794,0.002,15.844,0.007,0.361,0.7,0.361,1.685,13.315,0.23%,15.279,0.99%,291.071,641.984,1
FTTC,1143-1367,Urban,3,FTTC ,80,FTTC,69.843,70.84,69.042,18.62,18.823,18.582,17.189,0,17.284,0,0.219,0.276,0.241,0.31,16.853,0.04%,17.045,0.00%,258.893,244.77,1
FTTC,946-1143,Urban,3,FTTC ,80,FTTC,54.605,64.957,41.498,18.513,18.725,18.503,26.413,0.007,30.022,0.022,0.233,0.378,0.229,0.599,20.072,0.27%,20.901,1.26%,341.39,624.05,1
FTTC,1992-2563,Urban,3,FTTC ,80,FTTC,57.734,58.271,57.067,16.841,17.169,16.863,18.972,0,19.129,0,0.261,0.265,0.259,0.345,16.796,0.02%,16.96,0.02%,261.189,308.413,1
FTTC,1992-2563,Urban,3,FTTC ,40,FTTC,34.981,35.446,34.598,6.93,7.053,6.924,9.616,0.006,12.897,0.075,0.337,0.286,0.365,0.487,7.616,0.06%,7.896,0.02%,165.831,,1
FTTC,385-582,Urban,3,FTTC ,80,FTTC,72.243,73.175,70.978,20.965,21.916,20.876,10.106,0.004,14.459,0.019,0.219,0.222,0.261,0.391,6.123,0.06%,6.46,0.01%,133.494,131.154,1
FTTC,2563-5000,Rural,3,FTTC ,80,FTTC,50.987,55.633,50.833,12.835,13.887,12.807,16.58,0,16.615,0,0.268,0.216,0.275,0.245,15.614,0.05%,15.645,0.02%,257.495,251.133,1
FTTC,1367-1635,Urban,3,FTTC ,80,FTTC,62.612,65.487,61.542,18.63,18.927,18.645,27.678,0,27.765,0,0.271,0.332,0.266,0.444,26.172,0.03%,25.978,0.04%,375.799,366.151,1
FTTC,1143-1367,Urban,3,FTTC ,80,FTTC,59.821,61.851,56.216,18.076,18.709,17.881,11.835,0.007,17.006,0.018,0.419,0.388,0.565,0.665,9.67,0.04%,10.768,0.02%,162.012,203.92,1
FTTC,2563-5000,Urban,2,FTTC ,40,FTTC,33.176,33.959,33.019,6.706,6.867,6.705,20.259,0.005,24.891,0.022,0.573,0.225,0.431,0.339,17.615,0.24%,17.753,0.04%,294.796,258.556,1
FTTC,763-946,Urban,2,FTTC ,80,FTTC,53.678,55.618,52.916,16.384,16.775,16.328,21.206,0.006,26.142,0.018,0.439,0.287,0.833,0.456,18.651,0.25%,19.242,0.51%,286.223,306.752,1
FTTC,0-385,Urban,3,FTTC ,80,FTTC,74.096,74.785,73.992,18.628,18.819,18.616,10.695,0,10.751,0,0.248,0.309,0.299,0.438,14.358,0.01%,14.622,0.01%,219.934,213.691,1
FTTC,1992-2563,Urban,2,FTTC ,80,FTTC,65.543,66.685,65.177,18.621,18.951,18.613,20.088,0.004,25.551,0.014,0.236,0.255,0.235,0.46,16.913,0.38%,17.196,0.02%,260.82,272.92,1
FTTC,0-385,Urban,,FTTC ,80,FTTC,70.278,72.312,66.494,18.26,18.69,17.187,15.089,0.006,21.425,0.03,0.331,0.379,0.445,0.655,11.489,0.05%,12.013,0.00%,184.785,260.625,1
FTTC,1367-1635,Urban,3,FTTC ,80,FTTC,65.515,69.089,64.618,18.439,18.744,17.846,15.009,0,14.636,0,0.285,0.279,0.299,0.322,14.278,0.10%,14.337,0.09%,202.518,203.72,1
FTTC,582-763,Urban,3,FTTC ,80,FTTC,62.358,64.262,60.081,18.46,18.713,18.201,10.678,0.007,14.5,0.038,0.234,0.253,0.279,0.473,8.375,0.04%,8.775,0.09%,145.383,154.304,1
FTTC,763-946,Urban,3,FTTC ,80,FTTC,71.008,72.262,70.53,18.611,18.852,18.636,21.431,0.005,26.228,0.03,0.324,0.363,0.372,0.546,16.332,0.36%,16.6,0.02%,300.751,279.319,1
FTTC,0-385,,,FTTC ,80,FTTC,54.581,55.732,53.266,12.251,12.82,12.05,14.987,0,15.213,0.003,1.311,0.267,0.385,0.377,15.436,0.22%,15.671,0.13%,243.354,226.516,1
FTTC,385-582,Urban,3,FTTC ,80,FTTC,74.595,74.775,74.605,18.682,18.813,18.676,11.175,0,11.149,0,0.297,0.341,0.292,0.491,9.606,0.01%,9.836,0.00%,160.539,157.439,1
FTTC,763-946,Urban,3,FTTC ,40,FTTC,37.473,37.936,37.454,9.334,9.509,9.354,10.137,0.002,9.508,0,0.544,0.22,0.382,0.227,10.146,0.15%,10.058,0.03%,177.058,194.578,1
FTTC,2563-5000,Urban,3,FTTC ,80,FTTC,49.119,49.895,48.442,18.585,18.811,18.581,18.633,0.006,24.894,0.03,0.241,0.255,0.249,0.393,14.962,0.10%,15.502,0.09%,246.358,314.646,1
FTTC,946-1143,Urban,3,FTTC ,80,FTTC,71.278,72.565,71.092,18.598,18.791,18.569,16.246,0.004,20.579,0.025,0.316,0.361,0.323,0.46,13.515,0.05%,13.757,0.01%,210.866,190.906,1
FTTC,385-582,Urban,3,FTTC ,80,FTTC,61.658,64.125,60.71,16.409,16.989,16.252,15.052,0.008,18.817,0.022,0.336,0.391,0.354,0.521,12.899,0.14%,13.454,0.11%,208.224,226.798,1
FTTC,1992-2563,Urban,3,FTTC ,80,FTTC,70.847,72.135,70.081,18.55,18.797,18.463,21.097,0.002,24.92,0.014,0.328,0.379,0.349,0.488,17.707,0.02%,,,280.569,300.066,1
FTTC,1367-1635,Urban,3,FTTC ,40,FTTC,33.355,38.136,28.497,9.246,9.437,9.264,16.995,0.007,19.379,0.027,0.529,0.567,0.353,0.928,10.818,0.28%,11.381,0.55%,224.96,463.72,1
FTTC,1992-2563,Urban,3,FTTC ,40,FTTC,36.812,37.579,36.31,9.337,9.484,9.329,12.003,0,12.222,0,0.235,0.192,0.235,0.325,9.98,0.04%,10.213,0.09%,197.45,240.846,1
FTTC,1367-1635,Urban,3,FTTC ,40,FTTC,33.309,34.423,32.997,5.802,5.987,5.671,21.126,0.005,24.743,0.028,0.382,0.428,0.387,0.608,17.685,0.09%,18.013,0.03%,287.156,285.929,1
FTTC,1635-1992,Urban,3,FTTC ,40,FTTC,37.337,37.904,37.069,9.241,9.633,9.233,16.338,0,16.407,0,0.344,0.183,0.352,0.306,16.012,0.03%,15.801,0.08%,256.556,263.098,1
FTTC,2563-5000,Urban,3,FTTC ,80,FTTC,71.594,73.042,70.73,18.726,18.944,18.724,15.033,0.008,19.527,0.031,0.332,0.383,0.37,0.566,12.575,0.02%,13.035,0.01%,196.815,200.845,1
FTTC,1367-1635,Urban,3,FTTC ,80,FTTC,71.773,73.178,70.667,18.737,18.922,18.722,15.871,0.005,19.964,0.023,0.267,0.31,0.289,0.52,12.283,0.03%,12.359,0.01%,192.255,192.433,1
FTTC,1992-2563,Urban,3,FTTC ,80,FTTC,40.492,41.447,40.653,16.132,16.425,16.087,25.762,0.004,25.553,0.03,0.285,0.312,0.349,0.475,22.635,0.24%,21.791,0.39%,375.569,418.717,1
FTTC,1992-2563,Urban,3,FTTC ,80,FTTC,72.317,73.172,71.71,18.477,18.792,18.387,11.155,0.008,15.217,0.032,0.24,0.265,0.272,0.465,8.497,0.11%,8.792,0.01%,150.882,165.176,1
FTTC,2563-5000,Urban,3,FTTC ,40,FTTC,23.714,29.041,22.997,6.998,7.613,6.957,25.097,0.001,24.422,0.007,0.377,0.783,0.39,0.7,22.779,0.12%,23.982,0.44%,387.993,466.829,
FTTC,0-385,Urban,3,FTTC ,80,FTTC,72.847,74.686,71.064,18.515,18.959,18.538,20.139,0,20.068,0,0.265,0.237,0.299,0.285,19.31,0.03%,19.499,0.02%,295.929,291.617,1
FTTC,582-763,Urban,3,FTTC ,80,FTTC,70.795,73.098,69.06,17.251,17.617,17.303,17.687,0.005,23.434,0.023,0.257,0.255,0.28,0.424,14.197,0.03%,14.552,0.02%,227.581,255.747,1
FTTC,763-946,Urban,2,FTTC ,40,FTTC,32.521,38.559,23.638,9.475,9.632,9.473,19.519,0.008,23.171,0.039,0.32,0.454,0.32,0.931,13.426,0.26%,15.007,1.11%,310.595,874.937,1
FTTC,1367-1635,Urban,3,FTTC ,80,FTTC,74.135,74.95,74.005,18.685,18.92,18.677,13.98,0,14.145,0,0.336,0.357,0.34,0.359,14.701,0.06%,14.71,0.48%,216.185,206.093,1
FTTC,582-763,Urban,3,FTTC ,40,FTTC,34.797,37.67,34.741,1.855,1.9,1.853,23.221,0,23.366,0,0.48,0.411,0.517,0.476,13.61,0.12%,13.877,0.06%,356.612,333.05,1
FTTC,763-946,Urban,3,FTTC ,80,FTTC,42.842,45.059,41.307,11.696,11.989,11.689,18.432,0,18.26,0,0.289,0.279,0.293,0.438,19.87,0.10%,19.332,0.15%,292.967,293.619,1
FTTC,385-582,Urban,3,FTTC ,80,FTTC,71.841,72.57,70.853,18.602,18.753,18.623,9.79,0.007,13.69,0.044,0.28,0.307,0.302,0.437,7.505,0.02%,7.765,0.00%,136.315,171.664,1
FTTC,582-763,Urban,3,FTTC ,80,FTTC,63.752,65.747,62.89,19.034,19.551,18.948,23.287,0.001,23.474,0.003,0.203,0.179,0.201,0.183,22.269,0.03%,22.119,0.02%,337.428,374.632,1
FTTC,1367-1635,Urban,3,FTTC ,80,FTTC,44.669,46.335,42.63,14.548,14.837,14.408,25.437,0,25.62,0,0.252,0.37,0.244,1.009,23.469,0.03%,24.012,0.01%,355.504,370.123,1
FTTC,582-763,Urban,3,FTTC ,80,FTTC,62.403,66.422,61.65,18.391,18.633,18.292,9.948,0.006,13.97,0.017,0.337,0.315,0.362,0.437,7.495,0.05%,7.882,0.03%,174.994,169.074,1
FTTC,1992-2563,Urban,3,FTTC ,80,FTTC,63.053,66.093,59.338,18.368,18.643,17.974,14.07,0.005,18.073,0.026,0.303,0.327,0.394,0.675,9.686,0.02%,10.304,0.08%,597.661,576.389,1
FTTC,1992-2563,Urban,3,FTTC ,40,FTTC,21.243,22.02,21.193,3.688,3.901,3.693,,,,,0.352,0.285,0.368,0.336,7.442,0.05%,7.519,0.11%,,,1
FTTC,1992-2563,Urban,3,FTTC ,80,FTTC,70.355,72.53,68.388,18.52,18.694,18.517,14.372,0.002,18.178,0.012,0.24,0.253,0.264,0.386,11.548,0.12%,11.917,0.01%,181.766,172.399,1
FTTC,1992-2563,Rural,3,FTTC ,80,FTTC,63.37,63.977,63.504,16.873,17.02,16.85,14.805,0.006,17.809,0.018,0.358,0.408,0.373,0.547,11.823,0.01%,11.962,0.01%,180.173,191.708,1
FTTC,2563-5000,Urban,3,FTTC ,40,FTTC,24.21,25.198,24.115,6.218,6.438,6.165,27.227,0,27.368,0,0.345,0.342,0.352,0.35,24.935,0.10%,25.292,0.44%,373.442,410.919,1
FTTC,1367-1635,Urban,3,FTTC ,80,FTTC,63.289,66.588,55.238,18.546,18.724,18.45,11.796,0.01,16.228,0.031,0.331,0.404,0.368,0.821,9.104,0.08%,9.636,0.21%,152.989,203.342,1
FTTC,946-1143,Urban,3,FTTC ,80,FTTC,58.448,59.735,57.542,18.511,18.817,18.523,25.697,0.006,31.061,0.024,0.233,0.289,0.25,0.56,22.922,0.04%,23.232,0.01%,331.535,388.217,1
FTTC,1367-1635,Urban,3,FTTC ,40,FTTC,36.398,36.817,36.247,7.75,7.927,7.743,26.22,0,26.336,0,0.405,0.296,0.406,0.327,25.162,0.04%,25.303,0.01%,351.437,364.065,1
FTTC,1367-1635,Urban,3,FTTC ,40,FTTC,28.378,29.145,28.335,6.953,7.21,6.949,24.914,0.007,28.398,0.019,0.39,0.401,0.407,0.511,22.067,0.03%,22.001,0.01%,342.728,335.709,1
FTTC,385-582,Urban,3,FTTC ,80,FTTC,62.833,64.064,60.576,18.56,18.771,18.348,19.847,0.001,19.571,0,0.33,0.382,0.383,0.596,14.591,0.15%,14.847,0.07%,233.979,281.886,1
FTTC,582-763,Urban,3,FTTC ,80,FTTC,67.913,71.114,64.753,18.469,18.675,18.325,11.412,0.004,15.978,0.021,0.243,0.256,0.273,0.467,7.954,0.09%,8.304,0.02%,139.392,143.57,1
FTTC,1992-2563,Urban,3,FTTC ,80,FTTC,50.283,51.046,49.837,16.93,17.17,16.933,14.778,0.006,19.122,0.031,0.316,0.362,0.312,0.503,11.427,0.08%,11.831,0.02%,199.44,188.438,1
FTTC,582-763,Urban,3,FTTC ,80,FTTC,69.118,72.322,64.888,18.582,18.923,18.141,18.829,0.004,22.635,0.024,0.238,0.256,0.288,0.6,15.4,0.05%,16.096,0.00%,252.405,252.289,1
FTTC,1143-1367,Urban,3,FTTC ,40,FTTC,37.593,38.46,37.982,6.548,6.713,6.487,25.894,0,26.047,0,0.415,0.265,0.437,0.321,25.352,0.05%,25.664,0.05%,401.05,379.784,1
FTTC,1992-2563,Urban,3,FTTC ,40,FTTC,36.396,37.369,35.804,8.377,9.541,8.631,19.113,0.004,24.3,0.03,0.298,0.335,0.297,0.521,15.168,0.04%,15.475,0.05%,245.193,255.87,1
FTTC,2563-5000,Urban,3,FTTC ,80,FTTC,49.969,50.692,49.397,16.136,16.268,16.14,20.422,0.004,25.01,0.023,0.251,0.257,0.252,0.529,16.441,0.03%,16.84,0.03%,260.03,245.853,1
FTTC,763-946,Rural,2,FTTC ,40,FTTC,36.532,37.494,35.2,9.433,9.716,9.466,25.547,0,26.423,0.003,0.246,0.218,0.24,0.337,25.676,0.03%,25.858,0.04%,373.426,369.486,1
FTTC,1992-2563,Urban,3,FTTC ,80,FTTC,65.637,66.493,64.194,18.75,18.938,18.643,20.845,0.004,26.657,0.028,0.332,0.415,0.358,0.688,16.204,0.01%,16.745,0.01%,265.673,259.421,1
FTTC,582-763,Urban,3,FTTC ,80,FTTC,49.995,53.217,50.421,11.704,11.985,11.617,29.126,0.015,34.335,0.039,0.299,0.305,0.32,0.466,24.535,0.85%,24.758,0.06%,370.779,370.042,1
FTTC,1992-2563,Urban,3,FTTC ,80,FTTC,71.84,73.157,70.594,18.759,18.932,18.732,14.453,0.006,17.89,0.03,0.321,0.377,0.323,0.541,11.721,0.01%,11.864,0.03%,195.901,182.653,1
FTTC,1635-1992,Urban,3,FTTC ,80,FTTC,65.544,67.499,61.571,18.617,18.907,18.38,16.718,0.006,21.145,0.046,0.341,0.407,0.344,0.589,13.403,0.02%,13.771,0.03%,214.696,226.561,1
FTTC,582-763,Urban,2,FTTC ,80,FTTC,37.587,39.742,36.891,17.269,18.708,16.921,14.929,0.006,19.546,0.036,0.237,0.267,0.256,0.476,11.89,0.06%,12.22,0.13%,223.237,231.822,1
FTTC,1992-2563,Urban,3,FTTC ,40,FTTC,35.287,36.82,35.09,1.834,1.886,1.832,21.381,0.009,27.891,0.025,0.347,0.265,0.423,0.499,18.637,0.10%,19.77,0.04%,307.425,327.207,1
FTTC,385-582,Urban,2,FTTC ,80,FTTC,66.074,67.495,64.656,18.637,18.879,18.422,26.085,0.004,31.675,0.029,0.308,0.38,0.358,0.54,21.84,0.03%,22.298,0.01%,332.816,352.321,1
FTTC,582-763,Urban,3,FTTC ,40,FTTC,37.045,37.878,36.885,9.491,9.706,9.479,20.905,0,20.946,0,0.243,0.194,0.239,0.211,21.47,0.03%,21.239,0.00%,319.033,343.444,1
FTTC,1992-2563,Urban,3,FTTC ,80,FTTC,63.544,72.838,58.077,18.638,19.063,18.506,32.195,0.008,37.184,0.024,0.241,0.292,0.289,0.466,29.258,0.09%,29.104,0.09%,428.534,443.239,1
FTTC,385-582,Urban,3,FTTC ,80,FTTC,70.836,73.105,68.328,18.723,18.987,18.708,22.831,0.008,26.833,0.03,0.321,0.364,0.349,0.509,20.486,0.05%,20.636,0.03%,301.216,309.751,1
FTTC,946-1143,Urban,3,FTTC ,80,FTTC,66.073,67.321,64.089,18.744,18.978,18.684,10.301,0.003,16.141,0.018,0.285,0.324,0.315,0.525,6.584,0.14%,6.886,0.09%,131.541,139.918,1
FTTC,385-582,Urban,3,FTTC ,40,FTTC,37.076,37.863,36.573,9.549,9.792,9.568,17.128,0.001,17.49,0,0.387,0.33,0.367,0.337,16.996,0.14%,16.973,0.00%,273.604,277.493,1
FTTC,1143-1367,Urban,3,FTTC ,80,FTTC,71.584,73.154,70.198,18.749,18.933,18.758,19.734,0.005,23.77,0.028,0.321,0.372,0.335,0.536,16.132,0.09%,16.157,0.01%,240.444,234.56,1
FTTC,2563-5000,Rural,3,FTTC ,80,FTTC,39.87,54.629,26.702,18.308,18.987,17.372,22.24,0.011,28.688,0.037,0.455,1.041,0.585,2.451,20.251,0.23%,23.264,1.28%,359.05,647.668,1
FTTC,1367-1635,Urban,3,FTTC ,80,FTTC,42.785,51.202,42.435,14.7,14.901,14.64,12.719,0.008,17.385,0.024,0.841,0.577,1.032,0.839,8.87,0.03%,9.427,0.00%,242.779,249.492,1
FTTC,1143-1367,Urban,3,FTTC ,80,FTTC,62.877,66.429,60.853,18.758,19.506,18.478,29.603,0.004,34.38,0.018,0.366,0.45,0.365,0.616,25.572,0.02%,26.252,0.00%,383.016,398.657,1
