Unit_id,Distance band,Urban/rural,Market,ISP,Headline speed,Technology,Download speed (Mbit/s) 24-hour,Download speed (Mbit/s) Max,Download speed (Mbit/s) 8-10pm weekday,Upload speed (Mbit/s)24-hour,Upload speed (Mbit/s)Max,Upload speed (Mbit/s)8-10pm weekday,DNS resolution (ms)24-hour,DNS failure (%)24-hour,DNS resolution (ms)8-10pm weekday,DNS failure (%)8-10pm weekday,Jitter up (ms)24-hour,Jitter down (ms)24-hour,Jitter up (ms)8-10pm weekday,Jitter down (ms)8-10pm weekday,Latency (ms)24-hour,Packet loss (%)24-hour,Latency (ms)8-10pm weekday,Packet loss (%)8-10pm weekday,Web page (ms)24-hour,Web page (ms)8-10pm weekday,ISP weights
3608,763-946,Urban,3,AAisp,20,ADSL1,11.907,12.494,11.868,0.756,0.863,0.733,44.978,0.001,43.472,0,0.575,0.558,0.647,0.72,26.306,0.25%,26.291,0.15%,495.529,529.813,
3609,0-385,Rural,,Eclipse,8,ADSL1,2.507,2.907,2.565,0.382,0.492,0.385,46.867,0.007,47.933,0.014,0.656,0.687,0.642,1.439,40.724,0.11%,41.134,0.26%,1495.854,1760.134,
3616,1367-1635,Urban,2,BT,20,ADSL1,4.996,5.122,4.99,1.129,1.214,1.119,25.584,0,25.688,0.002,0.431,0.303,0.462,0.35,24.776,0.05%,24.741,0.02%,801.7,811.592,1.22
3617,2563-5000,Rural,3,TalkTalk,20,ADSL2+,5.173,5.307,5.165,0.78,0.867,0.787,44.389,0.001,44.536,0,0.919,0.482,0.952,0.566,35.711,0.04%,35.925,0.01%,1587.509,1525.534,0.83
3618,1367-1635,Urban,3,Tiscali,20,ADSL2+,5.555,6.514,5.623,0.832,0.937,0.844,38.266,0.002,38.819,0,0.638,0.58,0.653,0.559,34.449,0.18%,35.426,0.33%,1605.843,1604.323,1.07
3619,0-385,Urban,3,Be,20,ADSL2+,14.422,14.821,14.166,0.825,0.902,0.793,24.716,0,24.302,0,1.2,0.501,0.562,0.508,21.671,0.05%,21.175,0.02%,1111.238,716.689,0.8
3622,1635-1992,Urban,3,Sky,20,ADSL2+,8.834,9.716,8.818,1.029,1.184,1.026,21.863,0.001,21.812,0,0.6,0.515,0.628,0.807,22.65,0.12%,22.626,0.07%,1348.533,1118.272,1.02
3627,2563-5000,Rural,1,Plusnet,20,ADSL1,4.599,4.618,4.596,0.868,0.941,0.862,18.293,0.008,23.323,0.028,0.617,0.416,0.756,0.727,15.449,0.02%,16.003,0.00%,811.598,806.571,
3630,>5000,Rural,1,Plusnet,20,ADSL1,0.704,0.847,0.725,0.396,0.471,0.403,35.798,0.009,40.389,0.013,0.739,0.761,0.824,0.973,30.948,0.26%,31.356,0.06%,4856.711,4834.163,
3635,2563-5000,Rural,1,Zen,8,ADSL1,3.294,6.425,1.88,1.013,1.243,0.941,45.512,0.023,72.904,,6.046,3.663,,,46.154,2.28%,68.837,9.72%,2616.471,6597.062,
3637,>5000,Rural,1,Eclipse,8,ADSL1,2.149,2.46,2.217,0.356,0.48,0.367,40.54,0.008,40.184,0.016,0.714,0.435,0.702,0.473,35.422,0.39%,35.536,1.10%,1715.108,1939.656,
3639,2563-5000,Urban,1,Plusnet,8,ADSL1,3.833,4.708,3.724,0.39,0.445,0.393,25.119,0.008,30.945,0.024,1.336,0.596,1.914,1.17,21.856,1.19%,23.635,0.36%,1070.89,1286.131,
3641,385-582,Urban,2,TalkTalk,20,ADSL2+,15.641,16.122,15.621,0.897,0.964,0.896,21.845,0.002,21.697,0,1.36,0.437,1.437,0.53,20.354,0.03%,20.469,0.01%,439.907,435.571,0.59
3644,385-582,Urban,2,TalkTalk,20,ADSL2+,14.839,15.298,14.985,0.848,0.912,0.848,22.982,0,23.584,0.003,0.92,0.446,1.014,0.532,27.183,0.07%,27.987,0.04%,521.371,485.631,0.59
3645,>5000,Rural,1,BT,8,ADSL1,0.436,0.482,0.439,0.399,0.495,0.402,28.425,0.022,28.443,0.003,0.691,0.407,0.659,0.498,26.565,1.42%,25.526,0.07%,7988.999,8081.756,
3647,,,,BT,2,ADSL1,1.855,1.959,1.906,0.386,0.473,0.377,41.902,0.001,38.134,0,0.863,0.662,0.962,0.557,42.472,0.22%,44.867,0.04%,2006.915,1971.413,
3650,0-385,Rural,1,Eclipse,8,ADSL1,5.878,6.888,5.528,0.373,0.474,0.386,32.704,0.005,32.204,0.01,1.437,0.68,1.393,1.013,28.623,0.25%,29.331,1.13%,901.883,1346.194,
3653,>5000,Rural,1,Eclipse,8,ADSL1,1.714,2.073,1.646,0.268,0.321,0.274,26.922,0.015,25.057,0.017,1.53,0.473,2.759,0.484,17.13,0.71%,18.545,1.45%,2284.453,2950.517,
3655,1992-2563,Urban,3,Demon,8,ADSL1,6.341,6.359,6.342,0.794,0.851,0.793,38.96,0.062,39.006,,0.717,0.578,0.681,0.559,37.419,0.09%,37.587,0.05%,1149.203,1124.07,
3657,1143-1367,Urban,1,Plusnet,20,ADSL1,9.093,9.301,9.08,0.345,0.485,0.347,24.702,0.004,27.87,0.028,1.318,0.458,1.395,0.634,21.334,0.04%,21.604,0.06%,692.397,680.128,
4991,,,,AOL,8,ADSL1,5.321,6.042,5.303,0.856,0.923,0.848,42.121,0.002,42.531,0,0.783,0.384,0.851,0.595,30.165,0.05%,30.191,0.01%,762.308,799.047,
4993,>5000,Rural,1,AOL,8,ADSL1,2.303,2.671,2.319,0.503,0.551,0.499,46.982,0.003,48.017,0,0.779,0.445,0.783,0.438,35.248,0.23%,35.334,0.09%,1681.342,1696.404,
5010,2563-5000,Rural,1,Plusnet,8,ADSL1,1.248,1.453,1.277,0.384,0.397,0.383,38.028,0.01,42.717,0.059,1.203,0.772,1.281,0.795,34.845,0.04%,35.474,0.04%,2847.588,2759.44,
5014,1367-1635,Urban,3,Virgin,30,Cable,28.871,31.338,27.489,1.988,2.061,2,11.383,0,11.644,0,1.789,0.257,,,9.457,0.01%,10.011,0.00%,218.344,246.499,1
5026,1367-1635,Rural,1,Plusnet,8,ADSL1,6.511,6.73,6.277,0.391,0.469,0.391,52.539,0.009,61.605,0.038,1.439,0.491,1.625,0.796,45.936,0.36%,47.172,0.33%,1282.359,1642.977,
5028,0-385,Rural,2,Sky,20,ADSL2+,19.932,20.427,19.977,1.002,1.077,0.998,21.629,0.001,20.979,0,0.892,0.253,0.88,0.268,18.394,0.07%,18.517,0.03%,458.979,423.438,0.76
5030,0-385,Urban,2,TalkTalk,20,ADSL2+,18.213,18.956,18.264,0.876,0.985,0.878,20.141,0,21.181,0,0.842,0.372,0.875,0.42,23.683,0.03%,23.885,0.05%,418.984,411.46,0.59
5044,1635-1992,Urban,3,Virgin,60,Cable,62.633,62.676,62.66,3.036,3.155,3.036,8.899,0.004,9.122,0,1.343,0.177,1.364,0.229,8.799,0.04%,8.986,0.01%,187.514,183.934,1
5077,1635-1992,Urban,3,BT,20,ADSL1,18.275,19.175,18.299,0.932,1,0.932,16.944,0,16.944,0,0.422,0.34,0.421,0.349,17.84,0.06%,17.528,0.07%,340.349,353.251,1.22
5094,763-946,Rural,1,AAisp,8,ADSL1,4.62,4.977,4.208,0.402,0.454,0.399,50.282,0.002,50.772,0,1.28,0.582,1.68,1.171,29.404,0.12%,31.016,0.49%,896.297,1091.743,
5104,0-385,,,Plusnet,20,ADSL1,16.486,17.658,16.327,0.386,0.488,0.383,19.544,0.008,22.624,0.027,1.07,0.397,1.147,0.573,17.786,0.02%,18.192,0.02%,671.608,672.445,0.57
5110,2563-5000,Rural,3,TalkTalk,20,ADSL2+,2.562,2.737,2.534,0.668,0.753,0.659,35.788,0,35.528,0,0.585,0.565,0.622,0.618,26.831,0.08%,27.042,0.08%,2976.525,3232.158,0.83
5137,1992-2563,Rural,2,Plusnet,8,ADSL1,2.7,3.506,2.752,0.382,0.437,0.383,49.604,0.013,54.428,0.027,1.206,0.866,1.264,1.147,44.71,0.47%,45.083,1.00%,1606.929,1634.009,0.88
5140,0-385,Urban,3,BT,20,ADSL1,18.187,19.525,18.187,0.949,1.12,0.962,32.065,0,32.121,0,0.615,0.468,0.556,0.444,32.519,0.20%,32.66,0.37%,504.218,514.796,0.86
5141,946-1143,Urban,3,Sky,20,ADSL2+,15.819,16.442,16.164,1.112,1.207,1.123,16.652,0.001,16.317,0,0.72,0.507,0.684,0.554,14.806,0.11%,15.356,0.09%,1558.595,1200.937,0.89
8554,,,,Plusnet,8,ADSL1,5.778,6.304,5.474,0.404,0.546,0.417,28.063,0.005,33.921,0.035,1.254,0.418,1.536,0.836,24.277,0.06%,24.853,0.12%,897.71,1596.536,
8555,,,,BT,20,ADSL1,11.609,11.779,11.605,1.173,1.278,1.182,15.083,0,15.194,0,0.4,0.291,0.402,0.327,15.747,0.06%,15.601,0.00%,385.563,378.545,
8556,763-946,Urban,1,Demon,20,ADSL1,14.283,15.125,12.958,1.272,1.386,1.267,14.62,0.053,18.891,0.05,0.438,0.853,0.46,3.198,12.996,0.19%,16.739,1.64%,410.111,861.156,
11839,2563-5000,Urban,3,Demon,20,ADSL1,6.27,6.336,6.217,0.889,0.996,0.875,41.557,0.055,41.469,0.048,0.607,0.506,0.702,0.787,40.144,0.17%,40.284,0.14%,1068.135,1141.869,
11841,,,,Demon,20,ADSL1,6.508,6.655,6.479,0.678,0.852,0.667,30.438,0.056,30.02,0.023,0.795,1.098,0.758,1.098,29.259,0.19%,29.254,0.10%,968.069,999.627,
11844,,,,Demon,20,ADSL1,6.052,6.603,5.588,0.42,0.469,0.415,48.17,0.058,48.747,0.026,0.925,0.696,0.938,0.743,46.601,0.10%,46.855,0.02%,1219.056,1181.167,
11846,,,,Demon,20,ADSL1,6.167,6.932,4.776,0.399,0.461,0.401,37.785,0.063,39.861,0.025,1.018,0.904,0.98,1.612,35.8,0.14%,37.278,0.09%,1107.669,1204.493,
11848,,,,Zen,20,ADSL1,19.511,20.18,19.349,1.205,1.314,1.197,16.302,0.001,16.213,0,0.557,0.418,0.672,0.423,17.463,0.06%,17.463,0.05%,344.383,352.314,
11849,763-946,Urban,2,BT,20,ADSL1,15.401,16.308,15.152,1.052,1.188,1.064,23.071,0,23.666,0,0.499,0.418,0.499,0.414,21.927,0.11%,22.809,0.01%,412.546,390.368,1.33
11850,,,,Demon,20,ADSL1,3.759,5.657,3.323,0.408,0.549,0.421,29.969,0.058,29.487,0.051,1.396,1.045,,,30.327,0.71%,,,1663.213,2248.302,
11857,,,,Demon,20,ADSL1,9.159,9.355,9.107,0.951,1.06,0.948,26.388,0.081,26.211,0.057,0.616,0.728,0.626,1.09,24.936,0.21%,25.081,0.04%,547.788,551.223,
11859,0-385,,,Demon,20,ADSL1,6.358,8.218,6.264,0.836,0.956,0.831,28.991,0.031,27.423,0.029,0.68,0.45,0.711,0.503,28.167,0.33%,27.153,0.54%,1015.49,1038.885,
11864,,,,Demon,20,ADSL1,5.637,5.788,5.529,0.367,0.492,0.362,27.177,0.051,27.234,0.031,1.29,0.63,1.299,0.735,24.223,0.06%,24.396,0.00%,1028.661,1117.185,
11870,,,,Demon,20,ADSL1,4.985,5.017,4.992,0.839,0.929,0.836,35.845,0.07,35.751,0.052,0.632,0.419,0.6,0.37,34.47,0.05%,34.482,0.01%,1174.868,1228.034,
13655,2563-5000,Rural,1,Demon,8,ADSL1,4.114,4.713,4.076,0.354,0.484,0.359,32.537,0.047,32.479,0.029,1.224,0.785,1.263,0.885,30.98,0.06%,31.215,0.22%,1157.177,1330.652,
14047,1367-1635,Urban,3,Orange,20,ADSL1,9.415,10.485,9.253,1.203,1.398,1.202,25.037,0.002,34.287,0,2.872,0.444,2.128,1.018,15.072,0.19%,15.429,0.30%,541.003,865.578,1.2
14051,1143-1367,Urban,3,Sky,20,ADSL2+,8.496,10.565,8.558,1.098,1.194,1.093,20.838,0.001,21.184,0.003,0.526,0.517,0.552,0.539,26.482,0.14%,26.362,0.26%,1296.307,1350.088,0.89
14053,1143-1367,Urban,3,Orange,20,ADSL1,11.84,12.615,11.171,1.072,1.351,1.094,23.669,0.003,26.074,0.006,0.576,0.592,0.572,2.41,15.852,0.24%,17.052,0.74%,492.67,786.184,1.07
14055,1367-1635,Urban,3,Virgin,100,Cable,86.184,89.665,86.667,11.552,12.566,11.637,8.236,0.005,8.427,0,1.245,0.175,1.254,0.246,7.579,0.13%,7.687,0.09%,157.578,152.55,1
14058,0-385,Urban,3,Virgin,60,Cable,61.494,62.955,61.833,3.028,3.134,3.021,11.243,0.004,11.623,0,2.381,0.226,2.509,0.48,9.044,0.01%,9.422,0.00%,153.507,148.71,1
14059,0-385,Urban,3,Virgin,60,Cable,59.506,62.527,56.442,3.027,3.15,3.022,16.649,0.004,17.75,0,2.856,0.253,3.498,0.386,10.567,0.03%,10.788,0.01%,202.744,231.215,1
14061,1992-2563,Urban,3,Virgin,60,Cable,62.592,63.066,62.417,3.027,3.149,3.022,19.09,0.002,18.498,0,2.263,0.229,2.584,0.438,18.175,0.04%,18.753,0.48%,273.546,316.576,1
14063,2563-5000,Urban,3,Virgin,60,Cable,60.263,62.952,59.822,3.3,3.63,3.315,16.421,0.003,16.498,0,2.47,0.263,2.588,0.477,20.264,0.03%,20.587,0.03%,340.445,330.278,1
14071,1992-2563,Urban,3,Virgin,60,Cable,61.37,62.675,61.179,3.026,3.315,3.012,17.413,0.003,18.71,0,3.435,0.212,4.012,0.228,10.941,0.07%,11.32,0.00%,243.295,307.449,1
14072,0-385,Urban,3,Virgin,60,Cable,62.305,62.674,62.138,3.032,3.158,3.029,16.22,0.002,16.979,0,2.114,0.203,2.491,0.284,10.469,0.03%,11.038,0.00%,246.86,266.941,1
14073,1635-1992,Urban,3,Virgin,20,Cable,20.096,20.699,19.85,1.188,1.262,1.191,15.796,0.003,16.955,0.002,2.23,0.697,3.038,0.996,10.972,0.17%,12.521,0.07%,356.575,409.571,
14074,1635-1992,Urban,3,Virgin,60,Cable,53.791,62.6,51.606,2.855,3.166,2.873,25.884,0.004,26.567,0,10.438,0.26,9,0.273,21.635,0.07%,23.664,0.02%,458.91,542.306,1
14077,2563-5000,Urban,3,Virgin,60,Cable,62.781,62.991,62.648,3.027,3.149,3.033,10.529,0.003,11.35,0,2.696,0.195,3.432,0.378,9.922,0.06%,10.941,0.02%,159.815,156.57,1
14078,1635-1992,Urban,3,Virgin,30,Cable,26.493,31.414,26.233,1.996,2.086,2.001,13.027,0.002,13.592,0,2.981,0.142,3.758,0.242,11.083,0.04%,12.056,0.03%,231.132,294.612,1
14080,946-1143,Urban,3,Virgin,60,Cable,61.601,62.677,61.09,3.052,3.156,3.045,11.434,0.002,12.333,0,1.309,0.272,1.37,0.25,15.01,0.09%,15.411,0.08%,299.743,297.426,1
14081,1143-1367,Urban,3,Virgin,30,Cable,31.516,33.236,31.293,1.891,2.137,1.89,23.006,0,22.752,0.002,10.05,0.227,6.427,0.316,14.103,0.00%,14.306,0.01%,345.742,406.615,1
14083,582-763,Urban,3,Virgin,30,Cable,33.2,33.238,33.198,2.005,2.081,2.002,12.201,0.002,12.292,0,1.363,0.18,1.48,0.223,12.17,0.04%,12.423,0.12%,242.03,227.249,1
14084,582-763,Urban,3,Virgin,60,Cable,52.196,62.67,34.429,3.035,3.127,3.037,13.424,0,15.012,0,1.683,0.411,2.01,0.944,9.678,0.05%,11.961,0.03%,201.578,247.333,1
14087,1992-2563,Urban,3,Virgin,30,Cable,31.364,32.265,31.039,2.005,2.058,2.011,9.676,0,9.922,0,2.188,0.202,,,9.508,0.02%,10.153,0.05%,170.03,182.198,1
14089,0-385,Urban,3,Virgin,60,Cable,58.56,62.9,54.946,3.029,3.118,3.026,9.434,0.002,10.046,0.013,2.433,0.328,2.586,0.989,8.531,0.03%,9.396,0.01%,136.166,146.311,1
14092,1635-1992,Urban,3,Virgin,60,Cable,62.794,63.059,62.72,3.049,3.15,3.049,15.265,0.002,15.969,0,2.465,0.234,2.895,0.297,15.721,0.04%,16.179,0.00%,258.851,248.784,1
14099,946-1143,Urban,4,Karoo,20,ADSL2+,14.909,15.296,15.009,1.079,1.182,1.088,12.505,0.017,12.59,0.002,0.441,0.415,0.597,0.602,11.374,0.12%,11.682,0.13%,325.571,353.034,1.22
14118,0-385,Urban,3,Orange,20,ADSL1,8.642,8.747,8.631,0.938,0.997,0.938,18.779,0.003,19.677,0,0.429,0.495,0.434,0.945,11.691,0.10%,12.377,0.25%,502.003,696.055,0.8
14134,2563-5000,Urban,4,Karoo,20,ADSL2+,8.011,8.339,7.929,1.007,1.082,1.005,12.241,0.02,12.862,0.02,0.422,0.403,0.431,0.443,11.652,0.12%,11.907,0.19%,568.795,586.831,0.56
14138,1143-1367,Urban,4,Karoo,20,ADSL2+,3.49,4.097,3.404,0.865,0.921,0.853,41.343,0.028,42.269,0.032,0.569,0.777,0.6,0.744,41.786,0.25%,41.899,0.12%,1254.259,1302.616,1.22
14150,1143-1367,Urban,4,Karoo,20,ADSL2+,9.923,10.393,9.858,0.87,0.926,0.873,39.955,0.053,40.96,0.036,0.508,0.526,0.497,0.501,40.038,0.21%,40.438,0.01%,655.498,647.087,1.22
14152,2563-5000,Urban,4,Karoo,20,ADSL2+,9.007,9.683,8.968,0.747,0.805,0.742,27.601,0.022,28.915,0.027,0.573,0.375,0.695,0.39,27.219,0.31%,27.307,0.10%,665.024,736.22,0.56
14165,1367-1635,Urban,3,Virgin,60,Cable,58.696,63.054,58.86,3.004,3.177,3.035,21.674,0.003,20.443,0,5.724,0.292,6.425,0.525,22.922,0.06%,24.555,0.11%,356.863,375.898,1
14182,2563-5000,Urban,4,Karoo,20,ADSL2+,4.991,5.3,4.584,0.891,1.023,0.884,43.427,0.02,44.427,0.017,0.651,0.419,0.631,0.471,44.406,0.31%,44.743,0.53%,963.079,1059.294,0.56
14185,385-582,Urban,4,Karoo,20,ADSL2+,10.071,10.553,9.813,0.752,0.842,0.754,35.096,0.021,35.716,0.026,0.539,0.709,0.585,0.739,33.956,0.06%,34.085,0.03%,612.148,658.658,0.96
14188,1367-1635,Urban,4,Karoo,20,ADSL2+,3.939,4.242,3.938,0.78,0.84,0.775,13.56,0.015,14.131,0.02,0.637,0.537,0.635,0.535,14.304,0.11%,14.354,0.10%,1019.545,999.665,1.49
14189,2563-5000,Urban,4,Karoo,20,ADSL2+,8.764,10.502,6.495,0.97,1.104,0.975,35.149,0.02,36.295,0.026,0.487,0.485,0.501,0.556,36.326,0.11%,36.496,0.51%,697.681,1121.659,0.56
14192,1992-2563,Urban,4,Karoo,20,ADSL2+,2.936,3.328,2.862,0.738,0.853,0.729,14.598,0.014,16.48,0.031,0.56,0.542,0.563,0.578,14.134,0.03%,13.921,0.09%,1265.663,1359.231,0.56
14193,946-1143,Urban,4,Karoo,20,ADSL2+,8.799,11.427,6.065,0.872,0.928,0.867,36.327,0.021,37.17,0.024,0.502,0.455,0.513,0.5,35.324,0.15%,35.729,0.16%,698.877,895.889,1.22
14201,1992-2563,Urban,4,Karoo,20,ADSL2+,4.139,4.686,4.061,0.82,0.881,0.815,41.614,0.024,43.274,0.032,0.514,0.69,0.515,0.706,40.529,0.34%,40.937,0.57%,1038.229,1060.946,0.56
14203,946-1143,Urban,3,Virgin,60,Cable,58.17,62.674,58.353,2.904,3.243,2.926,28.587,0.002,31.573,0,7.246,0.18,11.354,0.317,12.459,0.01%,12.42,0.00%,382.789,469.22,1
14204,582-763,Urban,3,Virgin,60,Cable,61.896,63.032,61.611,3.009,3.152,2.952,17.198,0.003,17.297,0.02,3.039,0.296,6.061,1.115,13.732,0.12%,16.113,0.09%,213.284,246.601,1
14206,763-946,Urban,2,Orange,20,ADSL1,11.284,11.931,10.701,1.236,1.433,1.258,17.985,0.004,20.092,0.017,0.535,0.392,0.528,0.79,12.346,0.29%,13.362,1.47%,494.753,1200.162,0.74
14211,1635-1992,Urban,3,Sky,20,ADSL2+,8.39,8.483,8.396,0.89,0.995,0.894,28.166,0,27.59,0,0.737,0.352,0.716,0.357,22.484,0.02%,22.554,0.01%,2195.792,1826.434,1.02
14215,0-385,Urban,3,Orange,20,ADSL1,12.106,12.379,11.981,0.774,0.883,0.776,36.361,0.001,36.627,0,0.635,0.411,0.708,0.852,29.09,0.09%,29.464,0.43%,558.232,652.737,0.8
14217,1367-1635,Urban,3,Sky,20,ADSL2+,3.461,3.56,3.453,0.686,0.778,0.677,28.956,0.001,28.474,0,1.091,0.522,1.074,0.482,26.189,0.02%,26.533,0.12%,2004.254,1990.315,1.02
14219,763-946,Urban,3,Orange,20,ADSL1,12.498,12.931,12.253,1.195,1.389,1.184,34.059,0.002,33.15,0,0.555,0.44,0.55,1.155,27.298,0.09%,28.12,0.73%,544.843,560.584,0.74
14221,385-582,Urban,2,Orange,20,ADSL1,16.74,17.083,16.322,1.037,1.12,1.035,20.884,0.002,21.161,0,0.686,0.461,0.703,1.324,13.831,0.09%,14.309,0.20%,376.198,490.837,0.8
14227,1143-1367,Urban,3,BT,20,ADSL1,7.057,7.445,7.012,0.847,0.874,0.841,22.198,0.001,22.229,0,0.633,0.493,0.796,0.727,20.957,0.18%,21.812,0.02%,633.29,615.715,0.73
14229,582-763,Urban,3,Plusnet,20,ADSL1,10.643,10.907,10.611,0.903,0.986,0.899,31.058,0.004,35.553,0.037,0.867,0.513,0.881,0.608,27.676,0.08%,27.804,0.04%,551.424,543.627,0.72
14233,0-385,Urban,2,Plusnet,20,ADSL1,19.111,19.923,19.021,1.034,1.134,1.023,30.558,0.008,36.476,0.032,1.968,0.429,2.457,0.783,27.701,0.33%,29.133,0.30%,700.997,547.273,0.57
14242,2563-5000,Rural,1,Plusnet,8,ADSL1,3.753,4.261,3.547,0.44,0.555,0.431,26.425,0.03,32.72,0.042,1.338,0.636,1.304,0.983,23.367,0.09%,23.901,0.43%,3234.613,3182.827,
14248,0-385,Urban,1,Plusnet,8,ADSL1,6.377,6.735,5.871,0.497,0.596,0.482,41.152,0.004,49.256,0.027,1.104,0.506,1.404,0.813,36.216,0.20%,37.279,0.02%,809.358,869.691,
14252,0-385,Urban,3,Plusnet,20,ADSL1,20.086,20.169,20.09,1.045,1.097,1.043,24.577,0.008,28.481,0.03,0.393,0.37,0.431,0.584,21.332,0.06%,21.306,0.00%,371.187,361.176,0.57
14253,763-946,Urban,3,Plusnet,20,ADSL1,11.237,11.471,11.266,0.894,1.015,0.896,17.596,0.035,22.082,0.075,1.082,1.626,0.754,1.806,13.835,0.04%,14.077,0.01%,697.808,704.614,0.72
14255,2563-5000,Rural,3,BT,20,ADSL1,2.683,2.947,2.689,0.548,0.673,0.542,28.699,0,28.328,0,1.047,0.736,1.171,0.981,27.672,0.06%,28.333,0.07%,1405.058,1385.879,1.12
14257,763-946,Urban,4,Karoo,20,ADSL2+,6.813,6.891,6.77,0.943,1.124,0.947,13.342,0.019,13.304,0.019,0.68,0.44,0.657,0.467,12.717,0.26%,12.861,0.10%,654.527,611.064,1.49
14269,0-385,Urban,3,Plusnet,20,ADSL1,16.94,18.471,17.267,0.398,0.457,0.395,30.215,0.008,29.954,0.024,4.509,0.509,5.037,0.771,20.72,0.34%,20.963,0.96%,1270.148,775.042,0.57
14270,385-582,Urban,1,Plusnet,20,ADSL1,18.141,19.952,17.958,1.044,1.1,1.034,20.634,0.007,26.31,0.045,0.538,0.374,0.552,0.61,17.263,0.05%,17.919,0.05%,342.794,340.733,
14271,946-1143,Urban,3,Plusnet,20,ADSL1,11.966,12.483,11.912,0.397,0.662,0.395,23.968,0.009,29.4,0.037,0.857,0.439,0.964,0.665,21.121,0.01%,21.555,0.02%,680.476,689.466,1.86
14273,1992-2563,Urban,1,Plusnet,20,ADSL1,5.335,6.725,4.894,0.721,0.808,0.694,40.385,0.008,51.25,0.032,3.568,0.791,6.652,0.848,36.39,0.33%,33.331,0.44%,1152.278,1412.359,
14275,0-385,Urban,2,Plusnet,20,ADSL1,16.653,18.625,16.507,0.91,0.965,0.906,20.405,0.005,24.526,0.02,0.786,0.709,0.883,0.991,17.667,0.06%,17.707,0.04%,1228.917,1216.231,0.57
14286,1143-1367,Urban,3,TalkTalk,20,ADSL2+,5.039,5.937,4.992,0.771,0.898,0.772,25.689,0.001,26.017,0.002,0.77,0.844,0.74,0.864,30.653,0.24%,31.14,0.07%,1544.331,1389.693,1.52
14289,946-1143,Rural,1,BT,20,ADSL1,14.506,15.257,14.565,0.964,1.038,0.96,22.217,0,21.615,0,0.45,0.385,0.446,0.392,21.476,0.06%,20.817,0.00%,412.3,440.207,
14290,763-946,Urban,3,Orange,8,ADSL1,3.091,3.374,3.038,0.39,0.452,0.396,32.558,0.008,34.895,0,1.143,0.361,1.106,0.768,25.978,0.08%,26.256,0.09%,1234.397,1464.368,
14291,385-582,Urban,4,Karoo,20,ADSL2+,11.525,11.646,11.509,0.92,1.006,0.921,40.481,0.024,40.298,0.029,0.474,0.54,0.485,0.559,39.975,0.10%,40.023,0.04%,643.685,657.655,0.96
14302,385-582,Urban,3,Virgin,60,Cable,51.393,62.669,51.545,2.799,3.222,2.744,39.12,0.005,40.104,0.002,17.775,0.284,17.653,0.401,22.813,0.13%,23.005,0.04%,570.461,625.603,1
14410,385-582,Urban,3,Virgin,60,Cable,61.533,63.069,62.863,3.032,3.155,3.028,10.853,0.002,11.31,0.002,2.387,0.16,2.688,0.237,9.338,0.10%,9.791,0.04%,152.782,143.801,1
14859,0-385,Urban,2,BT,20,ADSL1,13.94,14.296,13.988,1.224,1.319,1.24,23.758,0,23.42,0,0.755,0.367,0.636,0.39,21.856,0.10%,21.613,0.54%,438.264,410.328,0.86
14866,1367-1635,Urban,3,Virgin,60,Cable,61.937,62.665,61.729,3.046,3.184,3.05,14.311,0.003,15.067,0.015,1.888,0.287,2.641,0.33,15.84,0.01%,17.142,0.03%,283.187,298.53,1
14876,1635-1992,Urban,3,Sky,20,ADSL2+,4.947,5.849,4.92,0.826,0.959,0.832,15.521,0.007,15.677,0.003,0.708,0.391,0.734,0.513,11.834,0.22%,13.603,0.25%,1989.292,1863.298,1.02
14887,2563-5000,Urban,3,Virgin,8,ADSL1,2.027,6.209,2.072,1.865,7.018,1.474,18.48,0.063,19.681,0.054,9.382,2.088,24.984,2.661,21.922,7.49%,25.077,9.90%,4438.541,4931.156,
14906,1367-1635,Urban,3,Virgin,30,Cable,33.197,33.242,33.155,2.017,2.091,2.021,12.592,0.002,13.255,0,,,,,,,,,255.841,284.937,1
14926,385-582,Urban,3,Virgin,30,Cable,30.814,33.341,30.937,2.238,2.378,2.257,14.431,0.005,14.193,0.013,2.416,0.143,2.531,0.2,17.713,0.13%,18.028,0.02%,321.95,311.592,1
14949,1992-2563,Urban,3,Virgin,60,Cable,61.453,63.066,60.768,3.381,3.552,3.354,14.474,0.003,14.358,0,2.63,0.221,2.793,0.472,14.667,0.23%,14.66,0.01%,279.127,265.26,1
14959,946-1143,Urban,3,Virgin,50,Cable,39.82,47.255,39.497,3.063,3.205,3.07,16.171,0.001,16.321,0,1.783,0.822,1.888,0.823,18.828,0.15%,18.951,0.02%,345.817,330.266,
14964,2563-5000,Urban,3,Virgin,30,Cable,18.689,28.116,19.018,1.206,2.279,1.206,16.848,0.026,16.95,0.007,2.437,3.506,3.196,2.918,13.791,0.53%,14.442,0.03%,866.812,1175.783,1
14985,1992-2563,Rural,2,Virgin,60,Cable,62.123,62.674,61.8,3.049,3.188,3.037,17.624,0.002,17.964,0.008,1.826,0.206,1.934,0.284,15.139,0.04%,15.421,0.00%,306.34,355.054,1
15005,2563-5000,Urban,3,Virgin,60,Cable,58.948,62.984,56.717,2.983,3.143,2.956,13.841,0.002,13.997,0,2.74,0.234,3.404,0.489,16.015,0.09%,18.055,0.18%,277.703,271.866,1
